,Unnamed: 0.1,subject,object,new_relation
32921,33034,disease,mouse,transmit
32924,33037,chikv,chikungunya fever,be_related_with
32925,33038,sars coronavirus,syndrome,be_related_with
32926,33039,foot-and-mouth,2009,be_related_with
32927,33040,glycoprotein,major,be_related_with
32931,33044,sepsis,pulmonary infection,be_related_with
32932,33045,virus,infection,be_related_with
32934,33047,patient,mers-cov,be_related_with
32935,33048,csf,disease,be_related_with
32938,33051,pneumonia,multiorgan failure,be_related_with
32941,33054,i,association,be_related_with
32942,33055,calf,respiratory distress syndrome,be_related_with
32944,33057,sars-cov,mouse,transmit
32947,33060,ace2,sars-cov,transmit
32954,33067,disease,public health,be_related_with
32955,33068,child,hbov-related illness,be_related_with
32956,33069,disorder,spongiform encephalopathy,be_related_with
32960,33073,influenza virus,acute infection,be_related_with
32961,33074,trichomonas vaginalis,cancer,be_related_with
32962,33075,disease,mucositis,be_related_with
32964,33077,woman,influenza disease,be_related_with
32965,33078,hypertension,respiratory distress syndrome,be_related_with
32966,33079,virus,acute respiratory illness,be_related_with
32967,33080,patient,fever,be_related_with
32968,33081,rsv,bronchiolitis,be_related_with
32973,33086,chikungunya virus,acute febrile illness,be_related_with
32974,33087,nsp 7b,cat,transmit
32976,33089,cattle,bacterial infection,be_related_with
32979,33092,viral infection,disorder,be_related_with
32981,33094,patient,influenza-like symptom,be_related_with
32985,33098,disease,human,be_in
32986,33099,n protein,coronavirus,transmit
32987,33100,sars coronavirus,sars,transmit
32988,33101,respiratory illness,lower respiratory tract involvement,be_related_with
32992,33105,chloroquine,covid-19 infection,be_related_with
32994,33107,anti-i-ab mab af6-120.1.2,ascites,be_related_with
32995,33108,patient,bacterial meningitis,be_related_with
32996,33109,disease,distress syndrome,be_related_with
32999,33112,adenovirus,respiratory infection,be_related_with
33001,33114,lung inflammation,respiratory distress syndrome,be_related_with
33002,33115,sars,emerging,be_related_with
33003,33116,influenza virus,myocarditis,be_related_with
33005,33118,inflammation,covid-19 infection,be_related_with
33006,33119,patient,respiratory distress syndrome,be_related_with
33007,33120,covid-19,sars-cov,transmit
33015,33128,mouse,mhv infection,be_related_with
33018,33131,patient,lymphopenia,be_related_with
33019,33132,bronchiolitis obliterans,pneumonia,be_related_with
33021,33134,bk,nephritis,be_related_with
33022,33135,acute respiratory illness,human,be_in
33023,33136,chlamydophila psittaci,pneumonia,be_related_with
33025,33138,patient,sir,be_related_with
33027,33140,rsv,bronchiolitis,be_related_with
33029,33142,hcv,liver cirrhosis,be_related_with
33031,33144,fowl typhoid,disease,be_related_with
33033,33146,patient,disease,be_related_with
33038,33151,cn,major,be_related_with
33039,33152,pattern,covid-19 pneumonia,be_related_with
33040,33153,woman,influenza disease,be_related_with
33042,33155,patient,candidemia,be_related_with
33046,33159,patient,respiratory virus,transmit
33049,33162,patient,pe,be_related_with
33050,33163,patient,artis,be_related_with
33052,33165,respiratory disease,adenovirus,transmit
33053,33166,replicase gene,orf1b,be_in
33054,33167,virus,sars coronavirus,transmit
33057,33170,person,hiv,transmit
33058,33171,fever,salmonella infection,be_related_with
33059,33172,protein,fluid,be_related_with
33061,33174,asf,disease,be_related_with
33064,33177,disease,respiratory distress syndrome,be_related_with
33065,33178,coronavirus,ms-like disease,be_related_with
33066,33179,lower respiratory tract inflection,child,be_in
33067,33180,rvf disease,mouse,transmit
33069,33182,disease,cattle,be_in
33070,33183,isg20,stomatitis virus,transmit
33072,33185,mouth disease,disease,be_related_with
33076,33189,rotavirus,diarrhoea,be_related_with
33077,33190,ip-10,type,be_related_with
33082,33195,severe acute respiratory syndrome,sars-cov,transmit
33083,33196,icgd03-s,lower,be_related_with
33084,33197,respiratory distress,zebov,transmit
33087,33200,patient,respiratory virus,transmit
33088,33201,myocarditis,viral infection,be_related_with
33090,33203,ace2,sars coronavirus,transmit
33093,33206,patient,chronic hepatitis,be_related_with
33095,33208,patient,mpv,treat
33097,33210,patient,h1n1,transmit
33099,33212,inflection,pneumonia,be_related_with
33100,33213,inflection,fever,be_related_with
33102,33215,disease,rj,be_in
33104,33217,ferret,influenza-like illness,be_related_with
33108,33221,orf,tgev,transmit
33109,33222,patient,multiple sclerosis,be_related_with
33110,33223,mhv-2,demyelination,be_related_with
33113,33226,tyrosine kinase,hiv-1,transmit
33117,33230,pneumonia,mouse,transmit
33118,33231,porcine epidemic diarrhea virus,disease,be_related_with
33121,33234,patient,visual impairment,be_related_with
33122,33235,respiratory pathogen,influenza,transmit
33124,33237,person,respiratory disease,be_related_with
33125,33238,mouse,demyelination,be_related_with
33129,33242,ifns,viral hepatitis,be_related_with
33131,33244,patient,chikv,transmit
33132,33245,fip,cat,transmit
33133,33246,arteriviruses,disease,be_related_with
33134,33247,remdesivir,covid-19 infection,be_related_with
33135,33248,edema,acute respiratory distress syndrome,be_related_with
33136,33249,l-dcs,prrsv,transmit
33140,33253,influenza virus,contagious disease,be_related_with
33142,33255,e-cr1,nfi,be_related_with
33144,33257,hct recipient,aii,be_related_with
33145,33258,patient,cdi,be_related_with
33146,33259,disease,acute respiratory distress syndrome,be_related_with
33148,33261,calf,diarrhoeic,be_related_with
33149,33262,patient,pneumothorax,be_related_with
33150,33263,inflection,neutrophilia,be_related_with
33153,33266,infection,severe acute respiratory syndrome coronavirus,be_related_with
33156,33269,respiratory tract inflection,wheezing,be_related_with
33158,33271,patient,hepatic disease,be_related_with
33159,33272,child,respiratory tract disease,be_related_with
33160,33273,covid-19,coronavirus,transmit
33162,33275,influenza virus,child,be_in
33164,33277,coronavirus,disease,be_related_with
33165,33278,child,influenza infection,be_related_with
33169,33282,tlr4,emphysema,be_related_with
33170,33283,disease,fungal disease,be_related_with
33172,33285,hrv infection,blood,be_related_with
33173,33286,mouse,sars-cov infection,be_related_with
33174,33287,hbov2,hbov,be_related_with
33178,33291,virus,h1n1,transmit
33179,33292,syndrome,sars-cov,transmit
33180,33293,virus,mouse,transmit
33181,33294,sars,infection,be_related_with
33183,33296,arteriviruses,coronavirus,transmit
33186,33299,gene,human,be_in
33189,33302,patient,covid-19 infection,be_related_with
33190,33303,upper respiratory virus,acute disease,be_related_with
33192,33305,patient,hepatitis,transmit
33194,33307,annexin,infection,be_related_with
33198,33311,hmpv infection,ltcfs,be_related_with
33201,33314,infection,ebola virus,transmit
33203,33316,child,influenza,transmit
33204,33317,patient,upper respiratory infection,be_related_with
33206,33319,isg20,flavivirus,transmit
33207,33320,syndrome,cov,transmit
33210,33323,cchf,febrile illness,be_related_with
33211,33324,caspase-8,mhv infection,be_related_with
33214,33327,rna,critical,be_related_with
33216,33329,acute respiratory syndrome,coronavirus,transmit
33217,33330,sars-cov infection,atypical pneumonia,be_related_with
33220,33333,2,myocardial infarction,be_related_with
33222,33335,patient,infection,be_related_with
33223,33336,virus,mouse,transmit
33224,33337,type i ifn,mhv infection,be_related_with
33225,33338,patient,coronavirus,transmit
33232,33345,disease,pandemic,be_related_with
33233,33346,infection,wnv,be_related_with
33237,33350,child,sars,transmit
33238,33351,hav,acute hepatitis,be_related_with
33239,33352,neoplastic disease,diabetes mellitus,be_related_with
33241,33354,pulmonary embolism,thrombosis,be_related_with
33243,33356,pulmonary embolism,viral infection,be_related_with
33244,33357,np189,mouse,transmit
33245,33358,virus,transmissible gastroenteritis virus,transmit
33246,33359,l-dcs,prrsv,transmit
33247,33360,amyloid plaque,disease,be_related_with
33248,33361,gd,hsv-1,transmit
33251,33364,tlr2,infection,be_related_with
33252,33365,patient,hip discomfort,be_related_with
33253,33366,infection,community,be_related_with
33254,33367,influenza virus,rna virus,be_related_with
33257,33370,respiratory illness,fever,be_related_with
33258,33371,viral hemorrhagic fever,arenavirus,transmit
33263,33376,influenza virus infection,influenza,transmit
33266,33379,ppxy,protein vi,be_in
33271,33384,patient,sepsis,be_related_with
33272,33385,pandemic influenza,influenza,transmit
33273,33386,tachypnea,ards,be_related_with
33274,33387,ceacam1b allele,infection,be_related_with
33276,33389,mab,disease,be_related_with
33280,33393,patient,ecls,be_related_with
33282,33395,coronavirus,mouse hepatitis virus,transmit
33284,33397,rvf disease,mouse,transmit
33285,33398,infection,covid-19,transmit
33288,33401,antibody,cat,transmit
33290,33403,chronic pulmonary disease,disease,be_related_with
33291,33404,sars,public health,be_related_with
33292,33405,patient,febrile neutropenia,be_related_with
33295,33408,patient,vascular disease,be_related_with
33297,33410,woman,febrile illness,be_related_with
33298,33411,mddcs,prrsv infection,be_related_with
33300,33413,hypoglycemia,iit,be_related_with
33301,33414,patient,covid-19 infection,be_related_with
33303,33416,pdcs,disease,be_related_with
33305,33418,hernia,ischemia,be_related_with
33308,33421,amino acid,critical,be_related_with
33309,33422,virus,acute illness,be_related_with
33311,33424,feline infectious peritonitis,cat,transmit
33314,33427,n,mouse,transmit
33315,33428,respiratory symptom,lung consolidation,be_related_with
33316,33429,coronavirus disease,covid-19,transmit
33317,33430,covid-19,acute respiratory syndrome,be_related_with
33318,33431,mouse,airway hypereactivity,be_related_with
33320,33433,toxoplasmosis,distemper,be_related_with
33321,33434,mouse,mhv,transmit
33322,33435,ata,vasculitis,be_related_with
33325,33438,patient,primary pneumonia,be_related_with
33326,33439,urgency,infectious disease,be_related_with
33327,33440,prrs,reproductive failure,be_related_with
33328,33441,pahs,liver,be_related_with
33329,33442,spike,sars coronavirus,transmit
33333,33446,virus,lung damage,be_related_with
33334,33447,cov,respiratory syndrome,be_related_with
33337,33450,inflection,respiratory pathogen,be_related_with
33339,33452,virus,upper respiratory tract disease,be_related_with
33340,33453,pdcs,viral infection,be_related_with
33342,33455,sars coronavirus,disease,be_related_with
33343,33456,ili-syndrome,influenza infection,be_related_with
33344,33457,gene,legionella infection,be_related_with
33347,33460,inflammatory disease,mouse,transmit
33348,33461,hamster,disease,be_related_with
33354,33467,medrxiv,critical,be_related_with
33357,33470,person,influenza a,transmit
33361,33474,disease,chronic pulmonary disease,be_related_with
33364,33477,mouse,weight loss,be_related_with
33365,33478,fever,ehrlichiosis,be_related_with
33368,33481,patient,sars,transmit
33369,33482,icp0,promyelocytic leukaemia,be_related_with
33371,33484,rsv,mouse,transmit
33373,33486,dyspnea,covid-19 infection,be_related_with
33377,33490,sars,disease,be_related_with
33378,33491,infection,limburg,be_related_with
33379,33492,chloroquine,sars-cov infection,be_related_with
33382,33495,neisseria meningitidis,aseptic meningitis,be_related_with
33383,33496,angiotensin-converting enzyme 2,covid-19,transmit
33384,33497,mouse,ldv,be_related_with
33385,33498,dog,infection,be_related_with
33386,33499,hspgs,sars-cov infection,be_related_with
33387,33500,fever,vector-borne disease,be_related_with
33392,33505,t7 promoter,a,treat
33393,33506,respiratory disease,childhood,be_related_with
33396,33509,infection,pneumonia,be_related_with
33398,33511,caspase-8,mhv infection,be_related_with
33401,33514,rat,mouse,transmit
33402,33515,patient,avian influenza,transmit
33405,33518,patient,immunosuppression,be_related_with
33406,33519,a,k,treat
33407,33520,dog,inflammatory bowel disease,be_related_with
33408,33521,person,stroke,be_related_with
33410,33523,virus,h1n1,transmit
33412,33525,patient,disease,be_related_with
33413,33526,influenza virus infection,infection,be_related_with
33422,33535,viral,bacterial infection,be_related_with
33426,33539,respiratory tract disease,sars-cov,transmit
33429,33542,patient,hypoxemia,be_related_with
33430,33543,s.suis,zoonotic disease,be_related_with
33432,33545,ifns,hepatitis,transmit
33435,33548,virus,disorder,be_related_with
33438,33551,patient,df,treat
33440,33553,covid-19,rna virus,be_related_with
33441,33554,interferon,influenza virus,transmit
33442,33555,c3,injury,be_related_with
33443,33556,human,infection,be_related_with
33444,33557,s. aureus,influenza a,transmit
33445,33558,protein,spf,be_related_with
33446,33559,annexin ii,infection,be_related_with
33447,33560,influenza,mouse,transmit
33448,33561,2,viral infection,be_related_with
33449,33562,mouse,airway hypereactivity,be_related_with
33454,33567,inflection,influenza,transmit
33457,33570,mouse,inflammation,be_related_with
33458,33571,influenza illness,influenza,transmit
33460,33573,influenza,bacterial pneumonia,be_related_with
33470,33583,covid-19,disease,be_related_with
33471,33584,virus,acute respiratory illness,be_related_with
33473,33586,viral disease,disease,be_related_with
33477,33590,pulmonary embolism,viral infection,be_related_with
33478,33591,pneumonia,flu-like symptom,be_related_with
33479,33592,glycyrrhizin,h5n1 influenza virus,be_related_with
33484,33597,infection,respiratory synctial virus,be_related_with
33485,33598,patient,acute respiratory distress syndrome,be_related_with
33486,33599,patient,adrenal insufficiency,be_related_with
33489,33602,patient,pneumonia,be_related_with
33491,33604,adv,disease,be_related_with
33492,33605,mhv-a59,acute encephalitis,be_related_with
33493,33606,csf,bacterial,be_related_with
33494,33607,coutinho,sars,transmit
33495,33608,disease,acute respiratory syndrome coronavirus 2,be_related_with
33496,33609,mouse,infection,be_related_with
33497,33610,influenza virus,acute respiratory infection,be_related_with
33500,33613,g protein,tobacco,transmit
33501,33614,elr,thrombosis,be_related_with
33502,33615,person,respiratory symptom,be_related_with
33503,33616,antibody,myocyte injury,be_related_with
33505,33618,infection,mhv-2,be_related_with
33506,33619,inflection,vaccinia virus,transmit
33509,33622,bf,necrosis,be_related_with
33510,33623,patient,sari,be_related_with
33512,33625,influenza virus,pandemic,be_related_with
33515,33628,sars-cov,health problem,be_related_with
33516,33629,bafa1,iav,transmit
33517,33630,tsg101 protein,critical,be_related_with
33518,33631,ifn-β,infection,be_related_with
33519,33632,child,q fever,be_related_with
33520,33633,influenza virus,measles,transmit
33521,33634,disease,horse,be_in
33523,33636,annexin,infection,be_related_with
33528,33641,influenza virus,contagious,be_related_with
33530,33643,t7 promoter,a,treat
33531,33644,patient,leukocytopenia,be_related_with
33532,33645,child,diarrhea,be_related_with
33533,33646,patient,covid-19,transmit
33534,33647,respiratory illness,middle east respiratory syndrome coronavirus,be_related_with
33535,33648,carbohydrate,infection,be_related_with
33539,33652,child,hrv infection,be_related_with
33540,33653,hrv infection,lrti,be_related_with
33541,33654,sars-cov infection,acute respiratory distress syndrome,be_related_with
33547,33660,ace2,syndrome,be_related_with
33548,33661,a59,microglia,be_related_with
33553,33666,glycyrrhizin,influenza virus,transmit
33557,33670,pdcs,viral infection,be_related_with
33558,33671,eugenol,herpesvirus-induced keratitis,be_related_with
33560,33673,infection,severe acute respiratory syndrome coronavirus 2,be_related_with
33561,33674,pulmonary disease,disease,be_related_with
33562,33675,virus,disease,be_related_with
33563,33676,il-6,sars-cov,transmit
33565,33678,patient,fever,be_related_with
33567,33680,coronavirus inflection,common cold,be_related_with
33568,33681,immunosuppression,inflammation,be_related_with
33569,33682,inflection,emerging,be_related_with
33574,33687,hepatitis,deficiency,be_related_with
33575,33688,child,covid-19,transmit
33576,33689,patient,severe acute respiratory syndrome,be_related_with
33577,33690,bcv,respiratory disease,be_related_with
33578,33691,child,adenovirus,transmit
33579,33692,viral g protein,rsv infection,be_related_with
33586,33699,high fever,sudden death,be_related_with
33588,33701,glycoprotein,major,be_related_with
33590,33703,disease,acute respiratory distress syndrome,be_related_with
33591,33704,hbov2,hbov,be_related_with
33592,33705,ili,fever,be_related_with
33594,33707,infection,influenza virus,transmit
33595,33708,conjunctivitis,pharyngitis,be_related_with
33596,33709,mouse,influenza virus,transmit
33599,33712,mda5,major,be_related_with
33600,33713,blood,mouse,transmit
33603,33716,crp,sepsis,be_related_with
33604,33717,mouse,infection,be_related_with
33608,33721,a. baumanni bsi,mdr a. baumanni bsi,be_related_with
33609,33722,patient,thrombocytopenia,be_related_with
33610,33723,il-13,weight loss,be_related_with
33611,33724,virus,type,be_related_with
33612,33725,t2d,covid-19,transmit
33613,33726,prrsv,pneumonia,be_related_with
33614,33727,virus,bacterial infection,be_related_with
33622,33735,infection,influenza a virus,transmit
33623,33736,silica,de,treat
33626,33739,apobec3g,mlv,transmit
33630,33743,disease,pulmonary disease,be_related_with
33632,33745,pattern,cns,be_related_with
33633,33746,virus,disease,be_related_with
33634,33747,il-6,sars-cov,transmit
33635,33748,child,hmpv infection,be_related_with
33637,33750,sars-cov infection,distress syndrome,be_related_with
33639,33752,ifn,cns,be_related_with
33640,33753,patient,g6pd deficiency,be_related_with
33642,33755,patient,influenza a,transmit
33645,33758,arb,lower,be_related_with
33646,33759,swine flu,pandemic,be_related_with
33651,33764,infection,sindbis virus,transmit
33652,33765,liver,erythrophagocytosis,be_related_with
33654,33767,chikungunya virus,febrile illness,be_related_with
33655,33768,palifermin,febrile neutropenia,be_related_with
33657,33770,diabetes,disease,be_related_with
33659,33772,1918,h1n1,transmit
33660,33773,gd,hsv-1,transmit
33662,33775,streptococcus suis infection,zoonotic disease,be_related_with
33663,33776,sud-mc,sars-cov trs,be_related_with
33664,33777,person,influenza pandemic,be_related_with
33665,33778,antigen,mouse,transmit
33670,33783,p6,coronavirus infection,be_related_with
33671,33784,mouse,acute encephalitis,be_related_with
33672,33785,mouse,weight loss,be_related_with
33673,33786,pulmonary embolism,thrombosis,be_related_with
33678,33791,ferret,respiratory tract infection,be_related_with
33679,33792,spanish flu,influenza pandemic,be_related_with
33685,33798,antibody,prrsv infection,be_related_with
33686,33799,t2d,covid-19,transmit
33687,33800,coronavirus,severe acute respiratory syndrome,be_related_with
33688,33801,m,macaque,be_in
33689,33802,chronic inflammatory disease,mouse,transmit
33690,33803,rotavirus,infectious agent,be_related_with
33691,33804,marv,disease,be_related_with
33693,33806,body,infection,be_related_with
33700,33813,g protein,tobacco,transmit
33703,33816,ifn-α,prrsv,transmit
33704,33817,inos gene,hsv infection,be_related_with
33705,33818,chicken,infection,be_related_with
33707,33820,pneumonia,covid-19,transmit
33708,33821,il-6,sars-cov,transmit
33713,33826,infection,major,be_related_with
33714,33827,ip-10 mrna,infection,be_related_with
33715,33828,covid-19,sars-cov,transmit
33716,33829,eav,respiratory disease,be_related_with
33717,33830,h5n1 infection,ards,be_related_with
33719,33832,sars,atypical pneumonia,be_related_with
33721,33834,antibody,mouse,transmit
33722,33835,disease,pneumonia,be_related_with
33727,33840,viral hemorrhagic fever,arenavirus,transmit
33731,33844,respiratory failure,mv,be_related_with
33732,33845,phenylpropanoids,hsv,transmit
33736,33849,oseltamivir,fever,be_related_with
33737,33850,covid-19,interstitial pneumonia,be_related_with
33740,33853,s,h,transmit
33743,33856,patient,valvular heart defect,be_related_with
33744,33857,cns disease,encephalitis,be_related_with
33750,33863,woman,disease,be_related_with
33751,33864,pulmonary embolism,dvt,be_related_with
33752,33865,patient,covid-19,transmit
33753,33866,multiple sclerosis,autoimmune disease,be_related_with
33754,33867,hypothermia,ohca,be_related_with
33757,33870,sars,infection,be_related_with
33758,33871,ceacam1a,cns,be_related_with
33760,33873,acute respiratory syndrome,coronavirus,transmit
33764,33877,protozoan parasite,disease,be_related_with
33765,33878,rrv,diabetes,be_related_with
33766,33879,nsp 7b,cat,transmit
33770,33883,egr1,viral infection,be_related_with
33772,33885,slc11a1 locus,tb,transmit
33776,33889,person,respiratory complaint,be_related_with
33777,33890,sars-covs,coronavirus,transmit
33779,33892,myocarditis,adenovirus,transmit
33787,33900,person,respiratory symptom,be_related_with
33788,33901,covid-19,fever,be_related_with
33789,33902,coronavirus,coronavirus,transmit
33792,33905,respiratory virus,ebc,be_related_with
33793,33906,mers-cov,respiratory,transmit
33795,33908,disease,cytokine storm,be_related_with
33796,33909,tuberculosis,infection,be_related_with
33797,33910,a/h1n1,pandemic,be_related_with
33799,33912,cns disease,mhv infection,be_related_with
33800,33913,patient,daytime hypercapnia,be_related_with
33802,33915,h5n1 virus,influenza virus,transmit
33803,33916,cryptococcosis,disease,be_related_with
33804,33917,cat,fcov,transmit
33805,33918,thrombomodulin,covid-19,transmit
33808,33921,brsv,rna virus,be_related_with
33809,33922,disease,fever,be_related_with
33811,33924,aom,acute,be_related_with
33814,33927,uda,si,transmit
33815,33928,ribavirin,sars-cov 25,be_related_with
33817,33930,mhv-2,meningitis,be_related_with
33818,33931,viral respiratory tract inflection,wheezing,be_related_with
33819,33932,h5n1 infection,mouse,transmit
33824,33937,public health,high,be_related_with
33827,33940,porcine,encephalomyocarditis virus,transmit
33830,33943,hepatitis a virus,hcv,transmit
33831,33944,virus,shock,be_related_with
33833,33946,ifn,critical,be_related_with
33835,33948,ifn-α2,liver,be_related_with
33837,33950,child,disease,be_related_with
33839,33952,pdc,pbl,be_related_with
33841,33954,patient,aki,be_related_with
33848,33961,pdc,mouse,transmit
33849,33962,dog,semliki forest virus infection,be_related_with
33859,33972,ip-10,type,be_related_with
33860,33973,hpai virus,mouse,transmit
33862,33975,disease,syndrome,be_related_with
33864,33977,person,pandemic,be_related_with
33868,33981,cchfv-l otu,viral disease,be_related_with
33871,33984,prrs,reproductive failure,be_related_with
33875,33988,virus,liver,be_related_with
33880,33993,infectious disease,disease,be_related_with
33881,33994,nsp1,major,be_related_with
33883,33996,3,gastrointestinal symptom,be_related_with
33886,33999,mhv infection,cns,be_related_with
33891,34004,patient,ilis,be_related_with
33893,34006,ra,viral infection,be_related_with
33894,34007,exogenous ifn-α/β,liver,be_related_with
33897,34010,virus,emerging,be_related_with
33898,34011,mhv-2,demyelination,be_related_with
33900,34013,person,influenza-like symptom,be_related_with
33902,34015,virus,covid-19,transmit
33905,34018,s.suis,disease,be_related_with
33908,34021,3,gastrointestinal symptom,be_related_with
33910,34023,ata,vasculitis,be_related_with
33912,34025,patient,acute respiratory distress syndrome,be_related_with
33917,34030,covid-19,interstitial pneumonia,be_related_with
33921,34034,patient,dysphagia,be_related_with
33924,34037,lymphoid depletion,immunosuppression,be_related_with
33926,34039,patient,swine flu,transmit
33927,34040,iih6 reactive α-dg,liver,be_related_with
33932,34045,pandemic,coronavirus,transmit
33933,34046,mouse,lymphocytic choriomeningitis virus,be_related_with
33934,34047,mouse,sars-cov,transmit
33935,34048,pandemic virus,epidemic,be_related_with
33938,34051,disease,acute respiratory distress syndrome,be_related_with
33939,34052,hg,liver,be_related_with
33940,34053,asthma,hmpv disease,be_related_with
33942,34055,n-sl4,type ii prrsv,be_related_with
33947,34060,shock,ali,be_related_with
33948,34061,vaccine,de,treat
33950,34063,virus,infection,be_related_with
33952,34065,fowl typhoid,disease,be_related_with
33955,34068,ibv,ib,be_related_with
33958,34071,nk1,mouse,transmit
33959,34072,cholera,intestinal infection,be_related_with
33960,34073,sars-cov urbani,end stage lung disease,be_related_with
33961,34074,horse,wnv infection,be_related_with
33963,34076,child,allergic sensitization,be_related_with
33968,34081,coronavirus,coronavirus,transmit
33970,34083,human,disease,be_related_with
33973,34086,asn,tgev mpro,be_in
33977,34090,ibv,ib,be_related_with
33981,34094,pedv,tgev,transmit
33982,34095,infant,rsv bronchiolitis,be_related_with
33983,34096,pneumonia,covid-19,transmit
33985,34098,respiratory symptom,pulmonary edema,be_related_with
33993,34106,ectromelia,poxvirus,be_related_with
33994,34107,syncytin,retrovirus,be_related_with
34000,34113,cardiac,depressed,be_related_with
34002,34115,person,ai,transmit
34003,34116,acute respiratory infection,child,be_in
34004,34117,patient,spinal cord injury,be_related_with
34005,34118,patient,tb,transmit
34007,34120,mdms,blood,be_related_with
34008,34121,rotavirus,diarrhoea,be_related_with
34013,34126,coronavirus,respiratory disease,be_related_with
34014,34127,pahs,liver,be_related_with
34015,34128,disorder,psychotic symptom,be_related_with
34016,34129,patient,dyspnea,be_related_with
34017,34130,ifn-β,mers-cov,be_related_with
34021,34134,tor,human,be_in
34022,34135,headache,hallucination,be_related_with
34025,34138,tlr3,pulmonary damage,be_related_with
34029,34142,pandemic,covid-19,transmit
34032,34145,patient,leukocytopenia,be_related_with
34033,34146,hiv,hiv infection,be_related_with
34036,34149,patient,blood,be_related_with
34039,34152,patient,influenza virus,transmit
34040,34153,virus,respiratory,transmit
34042,34155,infectious disease,sars,transmit
34043,34156,covid-19,disease,be_related_with
34046,34159,mouse,ectromelia virus infection,be_related_with
34048,34161,person,e,transmit
34052,34165,h2n2,h1n1,transmit
34057,34170,dog,chronic enteropathy,be_related_with
34064,34177,person,influenza-like symptom,be_related_with
34065,34178,patient,hcc,be_related_with
34066,34179,covid-19 infection,infant,be_in
34069,34182,dengue infection,dengue fever,be_related_with
34070,34183,person,infection,be_related_with
34072,34185,conjunctivitis,interstitial pneumonia,be_related_with
34074,34187,patient,psychosis,be_related_with
34075,34188,pandemic infection,covid-19,transmit
34079,34192,h,measles,transmit
34080,34193,calf,respiratory distress syndrome,be_related_with
34082,34195,ferret,influenza-like illness,be_related_with
34084,34197,patient,crimean-congo hemorrhagic fever,be_related_with
34085,34198,cr3014,sars-cov,transmit
34087,34200,wasting,vomiting,be_related_with
34088,34201,mouse,syndrome,be_related_with
34089,34202,apg5,murine hepatitis virus,transmit
34093,34206,coronavirus,disease,be_related_with
34094,34207,person,respiratory illness,be_related_with
34097,34210,diarrhea,respiratory pathogen,be_related_with
34098,34211,2-ap,rsv infection,be_related_with
34100,34213,pneumothorax,sars,transmit
34101,34214,inflammation,infection,be_related_with
34103,34216,hsp27,hiv-1 infection,be_related_with
34105,34218,sars-cov infection,alveolar damage,be_related_with
34106,34219,2009,h1n1,transmit
34107,34220,influenza virus,mouse,transmit
34108,34221,canine distemper virus,encephalitis,be_related_with
34112,34225,vaccine,tpb,treat
34113,34226,elr,thrombosis,be_related_with
34116,34230,person,ai,transmit
34118,34232,tracheal,influenza a,transmit
34119,34233,coronavirus co-infection,cs,be_related_with
34123,34237,person,contagious disease,be_related_with
34130,34244,axonal injury,gdvii virus infection,be_related_with
34131,34245,interstitial pneumonia,lung,be_related_with
34132,34246,complement,critical,be_related_with
34134,34248,patient,renal impairment,be_related_with
34135,34249,fowl typhoid,disease,be_related_with
34136,34250,human h1n1,lung,be_related_with
34137,34251,tgev infection,diarrhoea,be_related_with
34141,34255,myocarditis,viral infection,be_related_with
34142,34256,n protein,eav,transmit
34144,34258,remdesivir,covid-19 infection,be_related_with
34148,34262,viremia,blood,be_related_with
34149,34263,immunosuppression,hiv infection,be_related_with
34151,34265,patient,inflammatory bowel disease,be_related_with
34152,34266,acute respiratory syndrome,infectious disease,be_related_with
34153,34267,infection,covid-19 pandemic,be_related_with
34156,34270,child,mouth disease,be_related_with
34157,34271,equine encephalitis virus,eeev,transmit
34158,34272,infection,pig,be_in
34160,34274,n protein,gav,be_related_with
34161,34275,m protein,coronavirus,transmit
34162,34276,viral infection,multifocal leukoencephalopathy,be_related_with
34164,34278,zbcov,coronavirus,transmit
34165,34279,asthma,chronic,be_related_with
34167,34281,viral infection,neuroinflammation,be_related_with
34168,34282,wupyv,polyomaviruses,be_related_with
34169,34283,rabies,zoonotic disease,be_related_with
34170,34284,pandemic,sars-cov,transmit
34171,34285,sars-cov,lymphopenia,be_related_with
34175,34289,α,lymphopenia,be_related_with
34176,34290,calf,diarrhoea,be_related_with
34177,34291,zoonotic inflection,hpai h5n1 virus,be_related_with
34178,34292,rdrp,rna virus,be_related_with
34179,34293,swine flu a,2009,be_related_with
34181,34295,influenza viral pneumonia,edema,be_related_with
34183,34297,child,influenza infection,be_related_with
34184,34298,infection,respiratory virus,transmit
34186,34300,fever,arenavirus,transmit
34188,34302,patient,disorder,be_related_with
34190,34304,mouse,ards,be_related_with
34192,34306,meningitis,hemorrhage,be_related_with
34193,34307,patient,fatigue,be_related_with
34194,34308,virus,influenza virus h5n1,be_related_with
34196,34310,il-6,covid-19,transmit
34197,34311,cellular dysoxia,mitochondrial dysfunction,be_related_with
34198,34312,respiratory syndrome,sars-cov,transmit
34199,34313,disease,adenovirus,transmit
34201,34315,sepsis,non-traumatic acute brain injury,be_related_with
34202,34316,yeast,disease,be_related_with
34204,34318,mev,emerging,be_related_with
34205,34319,child,lrti,be_related_with
34207,34321,rhinovirus,35,be_in
34208,34322,n3,sars-cov,transmit
34209,34323,sirna,chpv,transmit
34210,34324,patient,icu,be_related_with
34211,34325,hspgs,infection,be_related_with
34215,34329,sepsis,medical condition,be_related_with
34217,34331,patient,influenza h1n1,be_related_with
