object,subject,relation
macrophage activation syndrome,haemophagocytic syndrome,disease_disease
macrophage activation syndrome,syndrome,disease_disease
cytopenia,fever,symptom_disease
hemophagocytosis,fever,symptom_disease
hypertriglyceridemia,fever,symptom_disease
pulmonary involvement,fever,symptom_disease
hyperferritinemia,fever,symptom_disease
men,coli,disease_species
bronchial lavage,infection,disease_treat_procedure
lavage,infection,disease_treat_procedure
release,treatment,treat_procedure_treat_procedure
hemolytic uremic syndrome,diarrhea,symptom_disease
syndrome,diarrhea,symptom_disease
uremic syndrome,diarrhea,symptom_disease
end,aim,treat_procedure_gene
rab protein,small gtpases,gene_gene
rab protein,gtpases,gene_gene
group 2,epidemic,disease_gene
matrix protein,protein,gene_gene
rna,nucleocapsid protein,gene_disease
set,pattern,gene_gene
antibody,pattern,gene_gene
monoclonal antibody,antibody,gene_drug
pneumonia,respiratory infection,disease_disease
pneumonia,severe viral infection,disease_disease
pneumonia,severe infection,disease_disease
pneumonia,viral respiratory infection,disease_disease
pig,clearance,treat_procedure_species
pneumonia,induction,treat_procedure_disease
impact,prrsv infection,disease_gene
sheep,hemorrhagic shock,disease_species
rehydration,hyperkalemia,disease_treat_procedure
detected,bradyarrhythmia,disease_treat_procedure
rotavirus,infection,disease_species
osmotic diarrhea,infection,disease_disease
rotavirus,diarrhea,symptom_species
rotavirus,osmotic diarrhea,disease_species
depression,acidification,treat_procedure_disease
fluid,depression,disease_disease
coil,he,disease_gene
virus,rest,gene_disease
light,cns disease,disease_gene
wound,lavage,treat_procedure_disease
patient,lavage,treat_procedure_species
mechanical ventilation,airway,gene_treat_procedure
influenza virus,disease,disease_species
influenza virus,respiratory disease,disease_species
influenza virus,contagious disease,disease_species
influenza virus,acute disease,disease_species
influenza virus,acute respiratory disease,disease_species
influenza,oral administration,treat_procedure_species
endothelial cell,pericytes,gene_gene
cell,pericytes,gene_gene
condition,cardiac injury,disease_disease
condition,injury,disease_disease
inflammation,tracheitis,disease_disease
painful,tachypnea,disease_symptom
painful,stridor,symptom_symptom
cough,high fever,disease_symptom
tracheal obstruction,presence,treat_procedure_disease
obstruction,presence,treat_procedure_disease
infant,ltb,drug_species
12,aspiration,treat_procedure_gene
extraction,bacterial tracheitis,disease_treat_procedure
extraction,tracheitis,disease_treat_procedure
patient,tracheitis,disease_species
patient,bacterial tracheitis,disease_species
icu,reduction,treat_procedure_disease
voriconazole,first line treatment,treat_procedure_drug
erythema,infection,disease_disease
membrane,infection,disease_gene
mucous membrane,infection,disease_disease
superinfection,trachea,disease_disease
hypercoagulable state,triad,gene_disease
community,discussion,treat_procedure_disease
emerging disease,flu,disease_disease
flu,community,disease_disease
avian flu,community,disease_species
community,community,disease_disease
e protein,pals1,gene_gene
wt,gene,gene_gene
ice,lysate,gene_treat_procedure
bvdv infection,fever,symptom_disease
bvdv,35,drug_species
s. aureus,coinfection,disease_species
patient,antibiotic administration,treat_procedure_species
respiratory failure,12,gene_disease
fast,cxr,disease_gene
task,lung,disease_gene
lymphoma,immunosuppression,treat_procedure_disease
disease,immunosuppression,treat_procedure_disease
host cytoskeleton,virus,disease_gene
acute respiratory syndrome coronavirus,infection,disease_disease
syndrome coronavirus,infection,disease_disease
respiratory syndrome coronavirus,infection,disease_disease
s gene,3a gene,gene_gene
parp,bax,gene_gene
p53,bax,gene_gene
destruction,mmp,gene_treat_procedure
detected,hku5,gene_treat_procedure
s1 domain,receptor,gene_gene
cell,fusion,treat_procedure_gene
hmpv infection,same,disease_disease
lamivudine,zidovudine,drug_drug
cat,inflammation,disease_species
human,noroviruses,disease_species
critical,injury,disease_disease
liver transplantation,treatment,treat_procedure_treat_procedure
liver transplantation,definitive treatment,treat_procedure_treat_procedure
liver disease,hepatic failure,disease_disease
inflammatory liver disease,hepatic failure,disease_disease
liver failure,treatment,treat_procedure_disease
ii,cancer,disease_gene
ii,illness,symptom_gene
chill,fever,symptom_symptom
rigor,fever,symptom_symptom
rare,rna virus,disease_gene
reovirus,virus,disease_disease
wasp,type,disease_gene
infiltration,dysfunction,disease_treat_procedure
hrp,mouse monoclonal anti-flag antibody,gene_gene
rrl,expression,treat_procedure_gene
rrl,detection,treat_procedure_gene
polyclonal anti-3a antibody,detection,treat_procedure_gene
thermus thermophilus,expression,treat_procedure_species
nucleotide,rna polymerase,gene_drug
human,norovirus infection,disease_species
adjuvant chemotherapy,surgery,treat_procedure_treat_procedure
woman,surgery,treat_procedure_species
patient,ovary,disease_species
treatment,ovary,disease_treat_procedure
patient,tumor,disease_species
pelvic exenteration,salvage surgery,treat_procedure_treat_procedure
pelvic exenteration,metastatic disease,disease_treat_procedure
surgery,cancer,disease_treat_procedure
rhabdovirus,mv,disease_disease
monkey,rsv,drug_species
african green monkey,rsv,drug_species
mouse,electroporation,treat_procedure_species
xenograft,immunization,treat_procedure_treat_procedure
ruxolitinib,combination therapy,treat_procedure_drug
administration,immunization,treat_procedure_treat_procedure
vaccinia virus,immunization,treat_procedure_species
expression,mv,disease_treat_procedure
immunization,injection,treat_procedure_treat_procedure
rna virus,injection,treat_procedure_disease
tumor,injection,treat_procedure_disease
viral infection,obesity,disease_disease
acute encephalopathy,encephalomyelitis,disease_disease
necrotizing encephalopathy,encephalomyelitis,disease_disease
myelitis,acute disseminated encephalomyelitis,disease_disease
encephalopathy,encephalomyelitis,disease_disease
acute necrotizing encephalopathy,encephalomyelitis,disease_disease
myelitis,encephalomyelitis,disease_disease
necrotizing encephalopathy,acute disseminated encephalomyelitis,disease_disease
encephalopathy,acute disseminated encephalomyelitis,disease_disease
acute necrotizing encephalopathy,acute disseminated encephalomyelitis,disease_disease
acute encephalopathy,acute disseminated encephalomyelitis,disease_disease
protein,sugar,drug_gene
influenza illness,metabolic encephalopathy,disease_disease
influenza illness,encephalopathy,disease_disease
influenza a,radiological abnormality,disease_species
encephalopathy,12,gene_disease
group 2,neoplasm,disease_gene
t cell leukemia,t cell leukemia,disease_disease
chromatin,protein,gene_gene
rare,pneumonitis,disease_gene
breast cancer,cancer,disease_disease
ish,probe,gene_gene
acth,tumor,disease_gene
acth,cortisol,drug_gene
woman,breast cancer,disease_species
gene,rest,gene_gene
retinopathy,growth failure,disease_disease
seizure,she,gene_disease
seizure,pattern,gene_disease
arm,insertion,treat_procedure_gene
cytoplasm,ataxin 3,gene_gene
protein,ataxin 3,gene_gene
diarrhea,she,gene_symptom
dry cough,he,disease_symptom
fever,lower respiratory tract symptom,disease_symptom
fever,respiratory tract symptom,disease_symptom
act,host cell surface,gene_treat_procedure
virus,bd,disease_disease
ic,bd,disease_disease
mabs,bd,disease_gene
lung,calcium sulfate,drug_disease
helicase,rna polymerase,gene_gene
nsps,orf1b,gene_gene
rna polymerase,virus,disease_gene
rna dependent rna polymerase,virus,disease_gene
nitrogen,lysate,gene_drug
influenza pandemic,presence,treat_procedure_disease
demyelination,cns,disease_disease
blood transfusion,hemodilution,treat_procedure_treat_procedure
prophylaxis,therapy,treat_procedure_treat_procedure
ventilator,nausea,symptom_disease
consolidation,he,disease_disease
urgency,pandemic,disease_disease
people,35,drug_species
16,disease,disease_gene
inclusion,rna,disease_gene
coronaviruses,pattern,gene_species
amr,hai,gene_disease
alanine,serine,drug_drug
injury,igg,gene_disease
immune injury,igg,gene_disease
patient,igg,gene_species
polar amino acid,serine,drug_gene
amino acid,serine,drug_drug
suction,reduction,treat_procedure_treat_procedure
same,flap,gene_disease
coronavirus,pneumonia,disease_species
viral respiratory infection,covid-19,disease_disease
viral infection,covid-19,disease_disease
sars cov s protein,antibody,gene_gene
cov,rbd,disease_species
mouse,rbd,disease_species
reactive,antibody,gene_treat_procedure
vaccinia,s protein,gene_disease
m protein,e protein,gene_gene
fusion,s1,drug_treat_procedure
great,condition,disease_gene
presence,remyelination,disease_treat_procedure
human,1a,gene_species
bm,bcg,disease_drug
bcg,induction,treat_procedure_disease
gene,induction,treat_procedure_gene
fascaplysin,treatment,treat_procedure_gene
structural analysis,virus,disease_treat_procedure
cov,expression,treat_procedure_species
mouse,receptor,gene_species
cell line,vero e6,gene_gene
dmso,cycloheximide,drug_drug
inflammation,statin,gene_disease
neck,virus,disease_gene
polysomes,matrix protein,gene_gene
nucleic acid,she,gene_gene
acid,she,gene_drug
dic,shock,disease_disease
ha gene,m gene,gene_gene
np gene,m gene,gene_gene
alveolitis,pneumonia,disease_disease
pneumonia,mycoplasma pneumonia,disease_disease
sars,hyperplasia,disease_species
fox,infection,disease_species
kidney disease,lead,treat_procedure_disease
light,covid pandemic,disease_gene
neurological,pulmonary,disease_disease
imbalance,cap,treat_procedure_symptom
antigen,airway,gene_gene
vaccine,attenuated influenza virus,disease_disease
procedure,tracheostomy,treat_procedure_treat_procedure
child,facial palsy,disease_species
2009,herpesviruses,disease_disease
bst2,virus,disease_gene
release,bst2,gene_treat_procedure
coronaviruses,bst2,gene_species
hepatitis c virus,bst2,gene_species
hcv,bst2,gene_species
virus,bst2,gene_disease
calf,damage,gene_species
detected,consolidation,disease_treat_procedure
s. pyogenes,infection,disease_species
acute pharyngitis,acute tonsillitis,disease_disease
tonsillitis,sore throat,symptom_disease
throat,inflammation,disease_disease
mers,administration,treat_procedure_species
asthma exacerbation,infection,disease_disease
pain,subgroup,disease_symptom
pain,change,treat_procedure_symptom
coronaviruses,sl2,gene_species
hypoalbuminemia,disseminated intravascular coagulation,disease_disease
immunopathology,immunosuppression,treat_procedure_disease
patient,dilatation,treat_procedure_species
end stage liver disease,meld,disease_disease
ct,anxiety,disease_drug
aminoglycosides,treatment,treat_procedure_drug
child,type,disease_species
h3n2,infection,disease_drug
influenza b virus,infection,disease_species
vaccine administration,ear,gene_treat_procedure
administration,ear,gene_treat_procedure
hcc,liver,disease_disease
water solution,gelatin,gene_drug
lung,ifnγ,gene_disease
hyperinflammation,septic,disease_disease
small,baricitinib,drug_gene
infection,anxiety,disease_disease
people,disorder,disease_species
ill,reduction,treat_procedure_symptom
rna virus,hepatitis e virus,disease_disease
cyp450 enzyme,cyp3a4,gene_gene
cyp450 enzyme,cyp2e1,gene_gene
cyp450 enzyme,cyp2d6,gene_gene
liver,cyp450,gene_disease
transport,ttsps,gene_gene
plasma membrane,ttsps,gene_gene
pedv infection,expression,treat_procedure_disease
piglet,presence,treat_procedure_species
ttsps,s protein,gene_gene
intact,n protein,gene_gene
2009,envelope,gene_disease
coronavirus infection,pk,gene_disease
s1,ectodomain,gene_drug
anchor,e protein,gene_treat_procedure
contagious,ibv,drug_disease
infection,ibv,drug_disease
airborne,ibv,drug_disease
discharge,extended,gene_symptom
nasal discharge,extended,gene_symptom
gasping,discharge,symptom_symptom
autophagy,tor,gene_gene
high,extracted,treat_procedure_disease
respiratory distress,virus,disease_symptom
infection,ibv infection,disease_disease
ibv,antibody,gene_drug
ibv,iga,gene_drug
procedure,ibv,drug_treat_procedure
s1 gene,vn,disease_gene
mouse,edema,disease_species
mouse,pulmonary edema,disease_species
inoculation,h1n1 virus,disease_treat_procedure
ns1 viral protein,viral infection,disease_gene
ns1 protein,viral infection,disease_gene
ns1 viral protein,infection,disease_gene
ace2 receptor,tmprss2,gene_gene
fibrinogen,sars cov infection,disease_gene
hypercoagulable state,sars cov infection,disease_disease
high,vt,disease_disease
coronaviruses,gene,gene_species
s1 subunit,cell attachment,gene_gene
35,cell attachment,gene_drug
cyclophilin a,sars protein,gene_gene
man,administration,treat_procedure_species
arthritis,drug,drug_disease
rheumatoid arthritis,drug,drug_disease
liver,damage,gene_disease
ebv ptld,bacterial infection,disease_disease
ebv ptld,infection,disease_disease
cmv,infection,disease_drug
neisseria meningitidis,infection,disease_species
cmv,immunosuppressive therapy,treat_procedure_drug
cmv,therapy,treat_procedure_drug
alcohol,consumption,disease_drug
expression,methanol,drug_treat_procedure
goat igg,peroxidase,gene_gene
cornea,injury,disease_disease
tissue,infiltration,treat_procedure_disease
child,covid pandemic,disease_species
acid,airborne,disease_drug
application,dp,gene_treat_procedure
bc,mass,symptom_species
virus,em,disease_disease
gastroenteritis,presence,treat_procedure_disease
electroconvulsive therapy,reduction,treat_procedure_treat_procedure
dyspnea,pyrexia,symptom_symptom
cough,pyrexia,symptom_symptom
muscle relaxation,induction,treat_procedure_disease
mouse,ifit1,gene_species
cavity,ifit1,gene_disease
12,ifit1,gene_gene
neuropathic pain,excitability,symptom_symptom
dysfunction,neuropathic pain,symptom_disease
pain,excitability,symptom_symptom
mitochondrial dysfunction,neuropathic pain,symptom_disease
obesity,glucose intolerance,disease_disease
dysfunction,pain,symptom_disease
mechanical allodynia,glucose intolerance,disease_symptom
mitochondrial dysfunction,pain,symptom_disease
cmt,gene,gene_disease
bortezomib,sensory neuropathy,disease_drug
neuropathy,treatment,treat_procedure_disease
bortezomib,neuropathy,disease_drug
peripheral nerve disease,expression,treat_procedure_disease
damage,macrophage activation,treat_procedure_gene
collagen deposition,drug,drug_disease
type,viral conjunctivitis,disease_disease
type,conjunctivitis,disease_disease
contagious,epidemic keratoconjunctivitis,disease_disease
infection,aid,disease_disease
opportunistic infection,aid,disease_disease
antibody,presence,treat_procedure_gene
acute motor axonal neuropathy,demyelinating polyneuropathy,disease_disease
acute motor axonal neuropathy,acute inflammatory demyelinating polyneuropathy,disease_disease
motor neuropathy,acute inflammatory demyelinating polyneuropathy,disease_disease
motor neuropathy,demyelinating polyneuropathy,disease_disease
replacement,motor polyneuropathy,disease_treat_procedure
hepatitis b,lymphoma,disease_disease
chronic pain,aim,treat_procedure_symptom
neuropathy,aim,treat_procedure_disease
diabetic neuropathy,aim,treat_procedure_disease
pain,aim,treat_procedure_symptom
chronic neuropathic pain,aim,treat_procedure_disease
neuropathic pain,aim,treat_procedure_symptom
sfn,set,gene_drug
rat,therapy,treat_procedure_species
neuropathy,neuropathy,disease_disease
peripheral neuropathy,neuropathy,disease_disease
immunoglobulin m,neuropathy,disease_gene
dysfunction,obesity,disease_disease
metabolic dysfunction,obesity,disease_disease
storage,obesity,disease_gene
imbalance,obesity,disease_symptom
peripheral nervous system,exercise,treat_procedure_treat_procedure
muscle weakness,she,gene_symptom
paresthesia,she,gene_disease
conduction block,enlargement,treat_procedure_disease
conduction block,muscle weakness,symptom_disease
acute motor axonal neuropathy,rv,drug_disease
lower,c4,gene_disease
ra,neuropathy,disease_drug
multifocal motor neuropathy,immunoglobulin,gene_disease
motor neuropathy,immunoglobulin,gene_disease
postural hypotension,he,disease_disease
steroid,she,gene_drug
neuropathy,he,disease_disease
intravenous steroid,she,gene_treat_procedure
muscle atrophy,ace,drug_disease
chronic inflammatory demyelinating polyneuropathy,first line treatment,treat_procedure_disease
surgery,common procedure,treat_procedure_treat_procedure
surgery,surgical procedure,treat_procedure_treat_procedure
surgery,procedure,treat_procedure_treat_procedure
conduction block,group 2,gene_disease
vector,viral infection,disease_species
polyneuropathy,he,disease_disease
cd,peripheral neuropathy,disease_disease
person,surgical intervention,treat_procedure_species
person,intervention,treat_procedure_species
human,covid pandemic,disease_species
sars,sud,drug_species
reduction,anxiety,disease_treat_procedure
myelin sheath,axon,gene_gene
damage,axon,gene_gene
disease,cmt,disease_disease
enlargement,csa,gene_treat_procedure
expression,candidate gene,gene_treat_procedure
gene,wasting,disease_gene
syndrome,tt,disease_disease
degeneration,sarm1,gene_disease
axonal degeneration,sarm1,gene_disease
axonal degeneration,nad,drug_disease
sarm1,nad,drug_gene
degeneration,nad,drug_disease
polyneuropathies,demyelinating,disease_disease
patient,demyelinating,disease_species
type i,type i,gene_gene
ear infection,diarrhea,symptom_disease
spinal cord,hypotension,disease_disease
cord,hypotension,disease_disease
rare,xerophthalmia,disease_gene
c4,hypotension,disease_gene
cord,orthostatic hypotension,disease_disease
spinal cord,orthostatic hypotension,disease_disease
c4,orthostatic hypotension,disease_gene
lightheadedness,she,gene_symptom
diarrhea,antibody,gene_symptom
triad,hypotension,disease_gene
impact,ageing,disease_gene
jak1,baricitinib,drug_gene
renal failure,presence,treat_procedure_disease
treatment,renal insufficiency,disease_treat_procedure
packed,helix,disease_treat_procedure
watery diarrhea,infection,disease_symptom
patient,trigeminal neuralgia,disease_species
set,psi,gene_gene
hais,hais,disease_disease
n gene,rdrp gene,gene_gene
rdrp gene,step,gene_gene
pk,ta,drug_gene
set,ta,drug_gene
top,cell,gene_gene
set,patch,gene_gene
disease,plasmapheresis,treat_procedure_disease
pe,prevention,treat_procedure_disease
placebo,ribavirin,drug_treat_procedure
hantavirus pulmonary syndrome,virus,disease_disease
condition,abdominal distension,disease_disease
protein losing enteropathy,weight loss,disease_disease
enteropathy,weight loss,disease_disease
enteropathy,diarrhea,symptom_disease
enteropathy,watery diarrhea,symptom_disease
protein losing enteropathy,diarrhea,symptom_disease
protein losing enteropathy,watery diarrhea,symptom_disease
coccidiosis,paratuberculosis,disease_disease
enteropathy,edema,disease_disease
protein losing enteropathy,edema,disease_disease
goat,diarrhea,disease_species
top,liquid,treat_procedure_gene
fluorescent protein,vrps,gene_gene
protein,vrps,gene_gene
green fluorescent protein,vrps,gene_gene
recombinant spike protein,immunization,treat_procedure_gene
igy,antibody,gene_gene
inflammatory condition,sars cov infection,disease_disease
chronic inflammatory condition,sars cov infection,disease_disease
chronic condition,sars cov infection,disease_disease
anemia,salmonellosis,disease_disease
anemia,coccidiosis,disease_disease
pain,whole blood transfusion,treat_procedure_symptom
pain,blood transfusion,treat_procedure_symptom
treatment,phage therapy,treat_procedure_treat_procedure
bacterial infection,phage therapy,treat_procedure_disease
infection,phage therapy,treat_procedure_disease
tissue,airway,gene_disease
liver,airway,gene_disease
viral infection,impact,gene_disease
antigen,specific igm,gene_gene
antigen,igm,gene_gene
iga,specific igm,gene_gene
protein g,treatment,treat_procedure_gene
ritonavir,remdesivir,drug_drug
host,lung,disease_gene
participant,overlap,treat_procedure_species
ferret stat1,wt sv5,gene_gene
patient,phe,drug_species
set,ed,disease_gene
cardiovascular disease,shock,disease_disease
disease,shock,disease_disease
illness,aki,disease_symptom
critical illness,aki,disease_disease
sepsis,aki,disease_disease
sedation,neuromuscular blockade,treat_procedure_treat_procedure
illness,sepsis,disease_symptom
critical illness,sepsis,disease_disease
empyema,arthritis,disease_disease
presence,rrt,gene_treat_procedure
detected,plasma,gene_treat_procedure
respiratory tract infection,16,gene_disease
lower respiratory tract infection,16,gene_disease
protein,cleaved,gene_gene
jev,encephalitis,disease_disease
west nile virus,encephalitis virus,disease_species
japanese encephalitis virus,encephalitis,disease_species
encephalitis virus,encephalitis,disease_disease
vsv,microglia,disease_species
lethal encephalitis,host,gene_disease
type i interferon receptor,virus,disease_gene
encephalitis,host,gene_disease
2009,lethal encephalitis,disease_disease
arrested,virus,disease_disease
microglia,vsv infection,disease_disease
microglia,cd45,gene_disease
cd45,expression,treat_procedure_gene
neuroinflammation,microglia,disease_disease
cd11c,microglia,disease_gene
treatment,psychoanalysis,treat_procedure_treat_procedure
blood,plague,disease_disease
body,rash,symptom_gene
plague,despair,symptom_disease
partial paralysis,disease,disease_disease
contagious disease,smallpox,disease_disease
sars cov,public,disease_species
syndrome coronavirus,pcb,drug_disease
act,host,gene_treat_procedure
presence,c type lectin,gene_treat_procedure
ricin,crd,disease_gene
presence,lectin,gene_treat_procedure
iav,mbl,gene_species
viral infection,lectin,gene_disease
niv g,change,treat_procedure_gene
ha1,hemagglutinin protein,gene_gene
protein,toroviruses,disease_gene
lectin,spike protein,gene_gene
gp120,galectin 1,gene_gene
virus,collectins,gene_disease
flavivirus,dv,drug_species
mbl,removal,treat_procedure_gene
patient,serum ferritin,gene_species
traf6,tlr3,gene_gene
human,cd86,gene_species
blood,cd86,gene_disease
vaccinia virus infection,type i ifns,gene_disease
murine cytomegalovirus,type i ifns,gene_disease
cytomegalovirus,type i ifns,gene_disease
sars cov,12,gene_species
arrest,sg,gene_disease
rna,sg,gene_disease
antiviral,sg,gene_gene
lead,rvfv,drug_treat_procedure
pb,sg,gene_gene
g3bp1,utr,disease_gene
g3bp,jev,disease_drug
sg,rna,disease_gene
mouse,lcmv infection,disease_species
influenza virus infection,ifnar,gene_disease
nucleus,ifn,gene_gene
cbp,ifn,gene_disease
nucleus,phosphorylated irf3,gene_gene
2009,nsp2,gene_disease
ovarian tumor,plp2 domain,gene_disease
tumor,plp2 domain,gene_disease
rna polymerase,nsp11,gene_gene
rna dependent rna polymerase,nsp11,gene_gene
orf7,protein,gene_gene
orf7,nucleocapsid,gene_gene
critical,n protein,gene_disease
virus,deficiency,disease_disease
coronavirus,infectious respiratory disease,disease_species
tract infection,rv,drug_disease
risc,pb,gene_gene
sg,pb,gene_gene
expression,mirna,gene_treat_procedure
pb,rna virus,disease_gene
virus infection,host,gene_disease
infection,pb,gene_disease
influenza virus,viral respiratory disease,disease_species
influenza virus,viral disease,disease_species
child,viral respiratory disease,disease_species
treatment,hace2,gene_treat_procedure
seasonal,vitamin d,drug_species
coagulopathies,covid-19,disease_disease
transmembrane protein,tf,gene_gene
pulmonary congestion,chronic heart failure,disease_disease
extracorporeal membrane oxygenation,shock,disease_treat_procedure
shock,shock,disease_disease
red,loop,gene_gene
gp120,b12,gene_gene
cfr,seasonal influenza,disease_gene
azithromycin,ceftriaxone,drug_drug
hydroxychloroquine,ceftriaxone,drug_drug
epidemic,presence,treat_procedure_disease
patient,map,treat_procedure_species
open,infection,disease_treat_procedure
set,piv,disease_gene
rsv,cpe,disease_drug
community,respiratory syndrome,disease_disease
community,acute respiratory syndrome,disease_disease
community,syndrome,disease_disease
community,severe acute respiratory syndrome,disease_disease
man,illness,symptom_species
damage,immune suppression,treat_procedure_gene
fibrosis,lung injury,disease_disease
pulmonary fibrosis,lung injury,disease_disease
infection,induction,treat_procedure_disease
damage,expression,treat_procedure_gene
sars,renal failure,disease_species
depression,fibrosis,disease_disease
muscle weakness,pulmonary fibrosis,disease_symptom
muscle weakness,fibrosis,disease_symptom
depression,pulmonary fibrosis,disease_disease
edema,diffuse alveolar damage,disease_disease
infiltration,vasculitis,disease_treat_procedure
necrosis,vasculitis,disease_disease
mers,disease,disease_species
diarrhea,cough,symptom_symptom
conjunctivitis,dry cough,symptom_disease
conjunctivitis,cough,symptom_disease
diarrhea,dry cough,symptom_symptom
kd,myocarditis,disease_disease
distress syndrome,ace,gene_disease
respiratory distress syndrome,ace,gene_disease
acute respiratory distress syndrome,ace,gene_disease
infection,middle east respiratory syndrome coronavirus,disease_disease
prolapse,fur,gene_disease
rectal prolapse,fur,gene_disease
mucosal hyperplasia,colon,disease_symptom
hyperplasia,colon,disease_disease
mouse,serotypes,disease_species
mouse,polyarthritis,disease_species
polyarthritis,acute inflammation,disease_disease
mouse,acute disease,disease_species
polyarthritis,inflammation,disease_disease
infection,base,gene_disease
infectious agent,lung,disease_disease
abscess,atelectasis,disease_disease
rhinitis,primary lesion,disease_disease
bronchopneumonia,lung lesion,disease_disease
disease,mousepox,disease_disease
mouse,mousepox,disease_species
thymocytes,persistent infection,disease_gene
thymocytes,infection,disease_gene
immunopathology,immunology,disease_disease
light,vaccine,disease_gene
rna virus,pneumovirus,disease_disease
mouse,toxoplasmosis,disease_species
ovarian atrophy,hyperplasia,disease_disease
obstruction,amyloid deposition,disease_disease
plasma,pedv,drug_gene
mental health,impact,gene_disease
infection,respiratory symptom,disease_disease
cough,respiratory symptom,disease_symptom
shortness of breath,respiratory symptom,disease_symptom
3cpro,picornavirus,disease_drug
immunopathology,viral infection,disease_disease
immunopathology,infection,disease_disease
swine,immunopathology,disease_species
pig,lymphopenia,disease_species
vsv,infection,disease_species
presence,pdcs,gene_treat_procedure
type 1 ifns,pdcs,gene_gene
fmdv,pdcs,gene_species
infection,serum,gene_disease
hepatitis c virus,cd81,gene_species
e2,cd81,gene_gene
fmdv,infection,disease_species
isatin,deprenyl,drug_drug
purine,amino acid,drug_drug
apmv,virophage,disease_disease
virophage,treatment,treat_procedure_disease
influenza virus,viral infection,disease_species
mouse,corticosterone,drug_species
human,cortisol,drug_species
cyanosis,nasal discharge,symptom_symptom
fever,discharge,symptom_symptom
fever,nasal discharge,symptom_symptom
mink,mastitis,disease_species
discharge,infection,disease_symptom
parvovirus,adv,disease_species
chronic,ad,disease_disease
ataxia,ad,disease_symptom
paralysis,ataxia,symptom_disease
convulsion,ataxia,symptom_disease
coronavirus,enteritis,disease_species
feline enteric coronavirus,fip,drug_disease
enteric coronavirus,fip,drug_disease
coronavirus,fip,drug_species
feline coronavirus,fip,drug_disease
finding,adrenal cortical hyperplasia,disease_symptom
finding,adrenal hyperplasia,disease_symptom
ferret,adrenal cortical hyperplasia,disease_species
ferret,adrenal hyperplasia,disease_species
mass,lymphoma,disease_symptom
ibv,prf,disease_drug
fowl,ibv,drug_species
major,ibv,drug_disease
beaudette,coding region,gene_disease
expression,te,drug_treat_procedure
ibv,ibv infection,disease_drug
nl63,hmpv,drug_gene
respiratory,wupyv,disease_species
coil,core,gene_gene
coil,6hb,drug_gene
virus,dpp4,gene_disease
virus,human dpp4,gene_disease
hr1,virus,disease_gene
disease,lupus erythematosus,disease_disease
woman,autoimmune disease,disease_species
disease,systemic lupus erythematosus,disease_disease
woman,systemic lupus erythematosus,disease_species
autoimmune disease,systemic lupus erythematosus,disease_disease
woman,lupus erythematosus,disease_species
autoimmune disease,lupus erythematosus,disease_disease
interferon,sle,disease_gene
disorder,lupus erythematosus,disease_disease
inflammatory disorder,lupus erythematosus,disease_disease
disorder,pemphigus foliaceus,disease_disease
antibody,syndrome,disease_gene
thyroiditis,disease,disease_disease
antibody,myasthenia gravis,disease_gene
antibody,disorder,disease_gene
antibody,developmental disorder,disease_gene
insulin,impact,gene_gene
c2,c1q,gene_drug
c4,c1q,gene_gene
chronic,syndrome,disease_disease
inflammation,wegener granulomatosis,disease_disease
triad,systemic disease,disease_gene
inflammation,systemic disease,disease_disease
systemic disease,wegener granulomatosis,disease_disease
disease,wegener granulomatosis,disease_disease
triad,disease,disease_gene
apc,dc,gene_drug
cd20,antibody,gene_gene
cd20,monoclonal antibody,drug_gene
treatment,2009,disease_treat_procedure
treatment,antigen,gene_treat_procedure
antibody,cd20,gene_gene
ra,antibody,gene_drug
ra,ana,gene_drug
schizophrenia,finding,symptom_disease
ebv,immunopathology,disease_disease
interferon gamma,treatment,treat_procedure_gene
human,camel,gene_species
patient,ace2 gene,gene_species
participant,vitamin c,drug_species
patient,cholesterol,drug_species
prevention,statin,drug_treat_procedure
lung infection,pneumonia,disease_disease
consolidation,mycoplasma pneumonia,disease_disease
intracellular,pneumoniae,disease_gene
viral infection,pattern,gene_disease
ct,acute infection,disease_drug
ct,infection,disease_drug
pcp,consolidation,disease_drug
adenopathy,consolidation,disease_disease
opacity,bronchiectasis,disease_disease
granulopenia,infection,disease_disease
granulopenia,bacterial infection,disease_disease
tissue,air,gene_disease
virus,cmv,drug_disease
viral disease,middle east respiratory syndrome coronavirus,disease_disease
respiratory infectious disease,middle east respiratory syndrome coronavirus,disease_disease
infectious disease,middle east respiratory syndrome coronavirus,disease_disease
emerging infectious disease,middle east respiratory syndrome coronavirus,disease_disease
viral infectious disease,middle east respiratory syndrome coronavirus,disease_disease
viral respiratory disease,middle east respiratory syndrome coronavirus,disease_disease
destruction,demyelination,disease_treat_procedure
demyelination,optic nerve,disease_disease
mtor,rapamycin,drug_gene
gastroenteritis virus,autophagy,gene_species
transmissible gastroenteritis virus,autophagy,gene_species
global health,impact,gene_disease
lung,cdc,disease_disease
abatacept,treatment,treat_procedure_gene
abatacept,therapy,treat_procedure_gene
change,abatacept,gene_treat_procedure
rhesus macaque,ade,disease_species
disease,ra,drug_disease
ra,abatacept,gene_drug
treat,abatacept,gene_treat_procedure
lung disease,abatacept,gene_disease
interstitial lung disease,abatacept,gene_disease
palliative care,covid pandemic,disease_treat_procedure
cytokine storm,genome,gene_disease
sulfate,hydroxychloroquine,drug_drug
interferon,favipiravir,drug_gene
