object,subject,relation
podocytes,endothelin,gene_gene
thrombosis,blood,disease_disease
nin,heparanase,gene_gene
mouse,endotoxemia,disease_species
protein,heparanase,gene_gene
mask,quarantine,drug_gene
working,hcw,disease_species
hcw,quarantine,drug_disease
virus infection,immunosuppression,disease_disease
immunosuppression,treatment,treat_procedure_disease
pandemic,radiotherapy,treat_procedure_disease
seed,gi,disease_gene
bat coronavirus,virus,disease_disease
s1 domain,spike protein,gene_gene
chest pain,fever,disease_disease
diarrhoea,headache,disease_disease
dizziness,headache,disease_disease
creatinine,aspartate aminotransferase,gene_drug
patient,pneumothorax,disease_species
constriction,air,gene_gene
cap,hcw,disease_disease
sars,pattern,gene_disease
pandemic influenza,sars,disease_disease
release,cd4,gene_treat_procedure
type,treatment,treat_procedure_disease
clearance,relapse,disease_treat_procedure
deepest,sars crisis,disease_gene
h2o,co2,drug_drug
rash,respiratory problem,disease_disease
diarrhea,respiratory problem,disease_disease
septicemia,disease,disease_disease
septicemia,respiratory disease,disease_disease
skin infection,respiratory disease,disease_disease
skin infection,disease,disease_disease
urinary tract infection,disease,disease_disease
urinary tract infection,respiratory disease,disease_disease
crp,fever,disease_gene
coronaviruses,sars cov,disease_disease
nl63,229e,disease_gene
nl63,oc43,gene_gene
vaccination,vaccine,disease_treat_procedure
infection,kidney injury,disease_disease
serum,c3,drug_gene
c4,c3,drug_gene
patient,s10,gene_species
collapsing glomerulopathy,s10,gene_disease
azathioprine 75 mg,immunosuppression,disease_drug
intubation,noninvasive ventilation,treat_procedure_treat_procedure
bowel infarction,acidosis,disease_disease
bowel infarction,metabolic acidosis,disease_disease
omeprazole 20 mg,prednisolone,drug_drug
amlodipine 5 mg,prednisolone,drug_drug
doxazosin 2 mg,prednisolone,drug_drug
aspirin 75 mg,prednisolone,drug_drug
held,mmf,drug_gene
antibody,hypertension,disease_gene
proteinuria,aki,disease_disease
patient,ir,gene_species
organ failure,shock,disease_disease
woman,regimen,treat_procedure_species
alveolar damage,covid-19,disease_disease
disease,morbillivirus,disease_disease
rna dependent rna polymerase,gene,gene_gene
s. aureus,h. influenzae,disease_species
virus,copper,drug_disease
sepsis,pain,disease_disease
card,mavs,gene_gene
tm,sting,gene_disease
sting,type i ifn,gene_gene
gene,type i ifn,gene_gene
ifn stimulated gene,type i ifn,gene_gene
rig,sting,gene_gene
orf,sting,gene_gene
cellular,sting,gene_gene
protein,sting,gene_gene
induction,sting,gene_treat_procedure
antiviral,sting,gene_gene
presence,high blood glucose,disease_treat_procedure
presence,glucose,drug_treat_procedure
viral disease,sepsis,disease_disease
tube,chip,disease_gene
chip,mda,drug_disease
reverse transcriptase,lamp,gene_gene
transcriptase,lamp,gene_gene
mental health,public,disease_disease
emerging,pneumonia,disease_disease
injury,elevation,treat_procedure_disease
interferon gene,cxcl10,gene_gene
damage,sars,disease_gene
adjustment,expression,treat_procedure_treat_procedure
expression,copd,disease_treat_procedure
symptom,infection,disease_symptom
reduction,lung infection,disease_treat_procedure
pneumonia,viral lung infection,disease_disease
reduction,viral lung infection,disease_treat_procedure
interstitial pneumonia,viral lung infection,disease_disease
pneumonia,lung infection,disease_disease
interstitial pneumonia,lung infection,disease_disease
face,fan,gene_disease
lipid bilayer,virus,disease_gene
prevention,administration,treat_procedure_treat_procedure
lymphocyte,interstitial pneumonia,disease_gene
ards,administration,treat_procedure_disease
intubation,ards,disease_treat_procedure
cdc,disease control,treat_procedure_disease
fatal,peritonitis,disease_disease
disease,infectious peritonitis,disease_disease
disease,peritonitis,disease_disease
disease,feline infectious peritonitis,disease_disease
condition,fipv,disease_disease
lgp2,rna,disease_gene
pkr,virus infection,disease_gene
wt,protein,gene_disease
sumo,viroplasms,disease_gene
nucleus,p protein,gene_gene
cytoplasmic,rsv,disease_gene
rsv infection,damage,gene_disease
rsv infection,lung inflammation,disease_disease
virus,picornaviridae,disease_disease
nucleus,n protein,gene_gene
sumo,core protein,gene_gene
gene,type i interferon,gene_gene
impact,sars crisis,disease_gene
reassurance,infection,disease_treat_procedure
membrane,protein,gene_gene
recruitment,mavs,gene_disease
herpes simplex 1,infection,disease_disease
protein,human disease,disease_gene
protein,disease,disease_gene
mucosal,ctb,gene_disease
heat treatment,ctb,gene_treat_procedure
spectinomycin,mso,gene_drug
presence,enterovirus,disease_treat_procedure
myocardial infarction,influenza,disease_disease
woman,ace2,gene_species
ace2,finding,symptom_gene
type 1 protease,furin,gene_gene
s protein,furin cleavage site,gene_gene
sirna,reduction,treat_procedure_gene
cytokine storm,heart disease,disease_disease
heart disease,notch,gene_disease
cd26,mers,disease_gene
lung injury,ace 2,gene_disease
ace 2,change,treat_procedure_gene
chronic hypertension,type 2 diabetes mellitus,disease_disease
hypertension,type 2 diabetes mellitus,disease_disease
chest pain,headache,disease_disease
ill,men,gene_symptom
human,zoonotic infection,disease_gene
emerging,infection,disease_disease
neuromuscular block,drug,drug_disease
open,trachea,disease_gene
trachea,procedure,treat_procedure_disease
inflammatory,diabetes,disease_disease
condition,diabetes,disease_disease
chronic,diabetes,disease_disease
diabetes,reduction,treat_procedure_disease
lung inflammation,ards,disease_disease
lung inflammation,lung damage,disease_disease
covid-19,impact,gene_disease
met,demand,treat_procedure_drug
met,trade,gene_drug
hace2,sars rbd,disease_gene
hace2,hace2 receptor,gene_gene
dapi,goat,gene_drug
haemostasis,disease control,treat_procedure_treat_procedure
step,protomers,gene_gene
sars cov,corticosteroid,drug_disease
host,expression,treat_procedure_gene
alanine aminotransferase,liver disease,disease_gene
respiratory syncytial virus,nitazoxanide,drug_disease
virus,nitazoxanide,drug_disease
respiratory virus,nitazoxanide,drug_disease
cv,presence,treat_procedure_disease
infectious,sars cov,disease_disease
disease,gastroenteritis,disease_disease
coronaviruses,gastroenteritis,disease_disease
nucleocapsid protein,protein,gene_gene
spike gene,orf1ab gene,gene_gene
gene,orf1ab gene,gene_gene
human virus,coronavirus,disease_disease
host cell membrane,spike protein,gene_gene
human,impact,gene_gene
coronavirus infection,gastrointestinal involvement,disease_disease
turbinate,rna,disease_drug
co-infections,coronaviruses,disease_disease
sars,cov,disease_disease
cov,homology,gene_disease
nsp14,coronaviruses,disease_gene
all,sars cov,disease_gene
pulmonary edema,diffuse alveolar damage,disease_disease
men,fever,disease_gene
vzv,vaccine,disease_disease
pneumonia,dyspnea,disease_disease
ards,dyspnea,disease_disease
rest,bit,gene_gene
me,fever,disease_disease
hit,he,disease_disease
acute,expression,treat_procedure_disease
drug detoxification,liver,disease_treat_procedure
major,liver,disease_disease
acidification,chloroquine,drug_treat_procedure
ldl,reduction,treat_procedure_gene
pulmonary complication,arb,disease_disease
cyp3a4,ritonavir,drug_gene
pattern,all,gene_gene
cov infection,infection,disease_disease
lymphopenia,inflammation,disease_disease
inflammation,ade,disease_disease
cytokine storm,inflammation,disease_disease
infection,epidemic,disease_disease
infection,race,gene_disease
humankind,infectious disease,disease_species
humankind,disease,disease_species
cough,craniotomy,treat_procedure_disease
septic shock,shock,disease_disease
myocarditis,coronavirus infection,disease_disease
septum,edema,disease_gene
heart failure,vision loss,disease_disease
raas,renin,gene_gene
patient,pain,disease_species
patient,anesthesia,symptom_species
pemphigus,hydroxychloroquine,drug_disease
cvd,diabetes,disease_disease
matrix protein,coronaviruses,disease_gene
host,pedv,disease_gene
rigidity,m protein,gene_symptom
disorder,prcv,disease_disease
ibv,virus,disease_disease
ra,expression,treat_procedure_gene
detected,ldh,gene_treat_procedure
receptor,angiotensin converting enzyme 2,gene_gene
host cell protease,angiotensin converting enzyme 2,gene_gene
coronavirus pneumonia,end,gene_disease
metabolic acidosis,septic shock,disease_disease
acidosis,septic shock,disease_disease
impact,demand,treat_procedure_gene
betacoronavirus,virus,disease_disease
green tea,catechin,drug_species
tea,catechin,drug_species
upr,coronaviruses,disease_gene
inflammatory lesion,encephalitis,disease_disease
viral encephalitis,presence,treat_procedure_disease
encephalitis,presence,treat_procedure_disease
disease,cerebral edema,disease_disease
disease,edema,disease_disease
headache,disorientation,symptom_disease
coma,disorientation,symptom_disease
paralysis,disorientation,symptom_disease
treatment,influenza virus,disease_treat_procedure
acute disease,cov,disease_disease
encephalitis,brain,disease_disease
viral encephalitis,brain,disease_disease
brain,cov,disease_disease
fluid,brain,disease_disease
cns,cov,disease_disease
hypertension,cerebral edema,disease_disease
hypertension,circulation disorder,disease_disease
hypertension,edema,disease_disease
damage,early intervention,treat_procedure_gene
damage,intervention,treat_procedure_gene
virus,cov infection,disease_disease
neurotropic virus,cov infection,disease_disease
brain,chronic inflammation,disease_disease
ace2,sars cov spike protein,gene_gene
quality of life,itching,disease_symptom
noninvasive ventilation,dressing,treat_procedure_treat_procedure
lung,covid-19,disease_disease
glycemia,intervention,treat_procedure_disease
patient,tract infection,disease_species
patient,viral respiratory tract infection,disease_species
patient,respiratory tract infection,disease_species
tract infection,rhinovirus,disease_disease
respiratory infection,infection,disease_disease
piv,rv,disease_disease
patient,upper respiratory tract infection,disease_species
rv,upper respiratory tract infection,disease_disease
rv,respiratory tract infection,disease_disease
child,sore throat,disease_species
congestion,coughing,disease_disease
nasal congestion,coughing,disease_disease
child,coughing,disease_species
symptom,coughing,disease_symptom
detected,influenza type b virus,disease_treat_procedure
c. pneumoniae,coinfection,disease_disease
macular rash,type,disease_symptom
rash,type,disease_disease
monotherapy,macrolide,drug_treat_procedure
s. pneumoniae,co-infection,disease_species
child,pneumococcal pneumonia,disease_species
wheezing,asthma,disease_disease
coronavirus,skin lesion,disease_disease
feline coronavirus,skin lesion,disease_disease
condition,disease,disease_disease
ferret coronavirus,disease,disease_disease
pleural effusion,ace2,gene_disease
pleural effusion,ace,drug_disease
tuberculosis,pleural effusion,disease_disease
fibrosis,captopril,drug_disease
myocardial fibrosis,captopril,drug_disease
stat1,16,gene_gene
inflammation,bp,disease_disease
sugar,carbon,drug_drug
plasma membrane,carbon,drug_gene
cytoplasm,carbon,drug_gene
plasma membrane,transport,gene_gene
phosphoenolpyruvate,sugar,drug_drug
influenza a,rhinovirus,disease_disease
sars,papr,gene_disease
prevention,ablation,treat_procedure_treat_procedure
lung inflammation,ablation,treat_procedure_disease
hali,12,gene_disease
ablation,nerve block,treat_procedure_treat_procedure
dh,spinal cord,disease_disease
neurolysis,administration,treat_procedure_treat_procedure
nerve block,limb pain,symptom_treat_procedure
high fever,all,gene_disease
shortness of breath,high fever,disease_disease
transplantation,all,gene_treat_procedure
fever,all,gene_disease
treatment,home visit,treat_procedure_treat_procedure
cage,cat,disease_gene
amino acid,arginine,drug_drug
ards,glucocorticoid therapy,treat_procedure_disease
virus,body,gene_disease
secondary infection,treatment,treat_procedure_disease
same,change,treat_procedure_disease
dyspnea,diarrhea,disease_disease
homology,coronaviruses,disease_gene
clearance,set,gene_treat_procedure
vtm,detection,treat_procedure_disease
person,influenza a,disease_species
specie,h5n1 virus,disease_species
severe,h5n1 virus,disease_disease
demand,epidemic,disease_treat_procedure
ibr,bvd,disease_disease
brsv,bvd,disease_disease
virus,norovirus,disease_disease
virus,rotavirus,disease_disease
woman,his,gene_species
lung,antibody,gene_disease
hong kong,bird flu,disease_gene
diarrhea,viral infection,disease_disease
illness,viral conjunctivitis,disease_symptom
illness,conjunctivitis,disease_symptom
nucleocapsid,transport,gene_gene
tumor necrosis factor,hvem,gene_gene
cd55,hvem,gene_gene
cmv,expression,treat_procedure_disease
expression,cytomegalovirus,disease_treat_procedure
varicella,infection,disease_disease
myxomatosis,disease,disease_disease
rabbit,disease,disease_species
infectious myxomatosis,disease,disease_disease
disease,myxomatosis,disease_disease
hepatitis,liver,disease_disease
acute hepatitis,liver,disease_disease
infertility,inoculation,treat_procedure_disease
vector,myxoma virus,disease_species
release,virus,disease_treat_procedure
livestock,foot disease,disease_species
rna virus,genetic material,gene_disease
28 rrna,presence,treat_procedure_gene
bovine diarrhea virus,presence,treat_procedure_disease
sars virus,s protein,gene_disease
newcastle disease virus,hn,disease_disease
capsid,hrv,disease_gene
patient,hrv infection,disease_species
autophagosomes,niclosamide,drug_gene
influenza virus,niclosamide,drug_disease
pi,hrv,disease_gene
step,niclosamide,drug_gene
endosomes,niclosamide,drug_gene
virus,niclosamide,drug_disease
nh,r1,gene_drug
infection,nh4cl,drug_disease
cytosol,niclosamide,drug_gene
combination therapy,chronic hepatitis,disease_treat_procedure
acidification,niclosamide,drug_treat_procedure
endosomes,infection,disease_gene
toll,acute diarrhea,disease_gene
toll,diarrhea,disease_gene
toll,dehydration,disease_gene
diarrhea,chronic,disease_disease
fluid,anus,disease_disease
fever,abdominal cramp,disease_disease
infection,arthritis,disease_disease
isolation,reactive arthritis,disease_treat_procedure
isolation,arthritis,disease_treat_procedure
fcγ receptor,infection,disease_gene
human,dengue infection,disease_species
flavivirus,dengue virus infection,disease_disease
ade infection,fcγ receptor,gene_disease
fate,ligation,treat_procedure_gene
lp,ligation,treat_procedure_gene
leishmania,virulence factor,gene_disease
leishmania donovani,rheumatoid factor,gene_species
disease,rhesus macaque,disease_disease
macaque,simian retrovirus,disease_species
lethargy,weight loss,disease_disease
weight loss,rhinitis,disease_disease
feat,mouse,gene_gene
macaque,step,gene_species
flying fox,henipaviruses,disease_disease
lymphocytic choriomeningitis virus,infection,disease_disease
hantavirus,illness,symptom_disease
lymphocytic choriomeningitis virus,arenavirus,disease_disease
chickenpox,varicella zoster virus,disease_disease
primary infection,varicella zoster virus,disease_disease
infection,varicella zoster virus,disease_disease
shingle,varicella zoster virus,disease_disease
body,viral infection,disease_gene
systemic infection,infection,disease_disease
revision,syndrome,disease_treat_procedure
revision,hemolytic uremic syndrome,disease_treat_procedure
revision,uremic syndrome,disease_treat_procedure
dendrite,photoreceptor cell,gene_gene
iris,uvea,disease_gene
transport,lens,disease_gene
glucose,lens,disease_drug
retina,light,gene_disease
cornea,light,gene_disease
immunoglobulin,lysozyme,gene_gene
iris,iridocyclitis,disease_gene
keratopathy,keratitis,disease_disease
diet,edema,disease_treat_procedure
necrosis,keratopathy,disease_disease
photoreceptor cell,target cell,gene_gene
formula,removal,treat_procedure_treat_procedure
step,acid,drug_gene
step,ellagic acid,drug_gene
virion,genome,gene_gene
child,rash,disease_species
smallpox,host,gene_disease
infectious diarrhea,virus,disease_disease
type,no,gene_disease
poliovirus,genome,gene_disease
west nile virus,poliovirus,disease_disease
hcv,poliovirus,disease_disease
beam,virus,disease_treat_procedure
image,virus,disease_disease
chip,rna,disease_disease
blood donation,she,gene_treat_procedure
virus,m1 protein,gene_disease
replicase gene,s gene,gene_gene
cattle,antibody,gene_species
infant,nosocomial infection,disease_species
necrotizing enterocolitis,nosocomial infection,disease_disease
tlr3,rv,disease_gene
tied,rv,disease_gene
small intestine,expression,treat_procedure_disease
irf3,induction,treat_procedure_gene
rnasel,host,gene_gene
host,vlp,gene_gene
release,neuraminidase,gene_treat_procedure
influenza,neuraminidase,gene_disease
step,ha,disease_gene
pfa,fixation,treat_procedure_drug
avian influenza,viral,disease_disease
influenza,viral,disease_disease
tmd,ha,disease_disease
detected,core protein,gene_treat_procedure
antibody,m protein,gene_gene
antigen,coronaviruses,disease_gene
vomiting,anorexia,disease_disease
malaise,anorexia,disease_disease
fever,anorexia,disease_disease
fatigue,anorexia,disease_disease
specie,hepatitis a,disease_species
human,hepatitis a,disease_species
disease,hepatitis a,disease_disease
pig,caliciviruses,disease_species
diarrheal disease,caliciviruses,disease_disease
disease,caliciviruses,disease_disease
mouse,eeev,disease_species
thymus,lymphocytopenia,disease_disease
pigeon,eeev,disease_species
encephalitis,eeev,disease_disease
damage,eeev,disease_gene
horse,viral encephalitis,disease_species
eeev,disease,disease_disease
guinea pig,infectious,disease_species
fatal,infectious,disease_disease
malaise,veev infection,disease_disease
fur,neurological pathology,disease_gene
lethargy,fur,gene_disease
fever,veev infection,disease_disease
rhesus macaque,infection,disease_species
rhesus macaque,drug,drug_species
acute respiratory distress syndrome,sars,disease_disease
distress syndrome,sars,disease_disease
respiratory distress syndrome,sars,disease_disease
fever,general malaise,symptom_disease
mouse,interstitial inflammation,disease_species
weight loss,intraperitoneal injection,treat_procedure_disease
fur,illness,symptom_gene
cough,upper respiratory tract infection,disease_disease
ards,fever,disease_disease
vision loss,rvfv,disease_disease
human,rvfv,disease_species
sin nombre virus,virus,disease_disease
rhesus,infection,disease_species
lassa virus,disease,disease_species
lassa virus,neurological disease,disease_species
neurological disease,injection,treat_procedure_disease
cat,coronavirus infection,disease_species
dog,tetanus,disease_species
spinal cord,tetanus,disease_disease
cord,tetanus,disease_disease
spinal cord injury,embolization,treat_procedure_disease
injury,embolization,treat_procedure_disease
cat,embolization,treat_procedure_species
cat,lymphoma,disease_species
paresis,lymphoma,disease_disease
disc disease,cp,disease_disease
degenerative myelopathy,progressive disease,disease_disease
myelopathy,disease,disease_disease
degenerative myelopathy,chronic disease,disease_disease
myelopathy,chronic disease,disease_disease
degenerative myelopathy,disease,disease_disease
myelopathy,progressive disease,disease_disease
mycoses,infectious agent,disease_disease
amoxicillin,cns,disease_drug
tetanus,penicillin g,drug_disease
administration,gastric lavage,treat_procedure_treat_procedure
administration,lavage,treat_procedure_treat_procedure
oral administration,lavage,treat_procedure_treat_procedure
oral administration,gastric lavage,treat_procedure_treat_procedure
disorder,stabilization,treat_procedure_disease
disorder,decompression,treat_procedure_disease
chronic condition,surgery,treat_procedure_disease
body,decompression,treat_procedure_gene
spinal cord,tumor,disease_disease
cord,tumor,disease_disease
chemotherapy,myeloma,disease_treat_procedure
severe,destruction,treat_procedure_disease
specie,cheetah,disease_species
disease,cheetah,disease_disease
infectious disease,cheetah,disease_disease
edema,cheetah,disease_disease
pulmonary edema,edema,disease_disease
cheetah,hair loss,disease_disease
herpesvirus,cheetah,disease_disease
feline herpesvirus,cheetah,disease_disease
discharge,cheetah,disease_symptom
nasal discharge,cheetah,disease_disease
virus,cheetah,disease_disease
cheetah,disease,disease_disease
weight loss,ulcerative colitis,disease_disease
rare,fungal disease,disease_gene
cheetah,fungal disease,disease_disease
ulcerative colitis,cheetah,disease_disease
colitis,cheetah,disease_disease
vaccination,cheetah,disease_treat_procedure
chronic diarrhea,cheetah,disease_disease
inflammation,cheetah,disease_disease
degeneration,disease,disease_disease
cheetah,neurodegenerative disease,disease_disease
ataxia,cheetah,disease_disease
kidney disease,cheetah,disease_disease
palate,cheetah,disease_disease
set,cheetah,disease_gene
diet,cheetah,disease_treat_procedure
nucleocapsid,envelope,gene_gene
calf,diarrhea,disease_species
severe,diarrhea,disease_disease
necrosis,antigen,gene_disease
coat,small,gene_gene
capsid,small,gene_gene
genetic material,nucleocapsid,gene_gene
rare,infertility,disease_gene
guidance,igg antibody,gene_treat_procedure
guidance,igm,gene_treat_procedure
cidofovir,treatment,treat_procedure_drug
child,chickenpox,disease_species
immunocompetent,antibody,gene_disease
inflammation,thioredoxin,gene_disease
2009,arabinose,drug_disease
feline immunodeficiency virus,gene,gene_disease
immunodeficiency virus,gene,gene_disease
salmonella,capsid protein,gene_species
mouse,capsid protein,gene_species
c. perfringens,fusion protein,gene_species
l. casei,fusion,gene_species
2009,construction,treat_procedure_disease
fish,antibody,gene_gene
spike protein,induction,treat_procedure_gene
inclusion,inclusion,gene_gene
detected,hantavirus pulmonary syndrome,disease_treat_procedure
progressive multifocal leukoencephalopathy,brain disorder,disease_disease
epidemic,cdc,disease_disease
person,rare disease,disease_species
multifocal leukoencephalopathy,brain disorder,disease_disease
human,picobirnavirus,disease_species
aid,men,gene_disease
leukoencephalopathy,brain disorder,disease_disease
detected,picobirnavirus,disease_treat_procedure
abortion,stillbirth,disease_disease
disease,stillbirth,disease_disease
swine fever virus,disease,disease_disease
virus,avian influenza virus,disease_disease
mobilization,apobec3 protein,gene_treat_procedure
perv,expression,treat_procedure_drug
pig,expression,treat_procedure_gene
perv,apobec3g,gene_drug
perv,human apobec3g,gene_drug
ards,acute viral pneumonia,disease_disease
ards,acute pneumonia,disease_disease
s protein,adv,disease_gene
truncated s protein,adv,disease_gene
antigen,cystatin c,drug_gene
major histocompatibility complex,cystatin c,drug_gene
histocompatibility complex,cystatin c,drug_gene
neutrophil elastase,kinin,gene_gene
gene therapy,baculoviruses,disease_treat_procedure
vector,virus,disease_species
vaccinia virus,vaccine,disease_disease
aav,delivery,treat_procedure_disease
bronchitis,cold,disease_disease
cold,infection,disease_disease
disease,rti,disease_disease
antigen,hi,disease_gene
rsv,antibody,gene_disease
brsv,antibody,gene_disease
vp0,capsid protein,gene_gene
rv,antibody,gene_disease
vp,rv,disease_drug
antibody,sars cov infection,disease_gene
mimic,ad,disease_treat_procedure
peptide,immunization,treat_procedure_drug
actin,antibody,gene_gene
airway inflammation,asthma,disease_disease
eczema,wheezing,disease_disease
viral infection,asthma exacerbation,disease_disease
respiratory infection,asthma exacerbation,disease_disease
infection,asthma exacerbation,disease_disease
induction,viral infection,disease_treat_procedure
respiratory virus,hi,disease_disease
virus,hi,disease_disease
rare disease,gb,disease_disease
neurological disease,gb,disease_disease
demyelination,gb,disease_disease
autoimmune demyelination,gb,disease_disease
cardiomyopathy,myocarditis,disease_disease
dilated cardiomyopathy,myocarditis,disease_disease
canine coronavirus,virus,disease_disease
gastroenteritis virus,virus,disease_disease
transmissible gastroenteritis virus,virus,disease_disease
primary infection,disease,disease_disease
cat,vaccine,disease_species
virus,intestinal disease,disease_disease
damage,intestinal disease,disease_gene
cat,vaccination,treat_procedure_species
infectious agent,induction,treat_procedure_disease
canine distemper,kennel cough,disease_disease
immunization,rabies,disease_treat_procedure
mass immunization,canine rabies,disease_treat_procedure
immunization,canine rabies,disease_treat_procedure
mass immunization,rabies,disease_treat_procedure
morbillivirus,distemper,disease_disease
cdv,infection,disease_disease
mutant,cpv,disease_gene
feline panleukopenia virus,cpv,disease_disease
panleukopenia virus,cpv,disease_disease
vaccine,respiratory disease,disease_disease
vaccine,contagious disease,disease_disease
disease,revaccination,treat_procedure_disease
human,lyme disease,disease_species
transmissible gastroenteritis virus,infection,disease_disease
neonatal diarrhea,disease,disease_disease
diarrhea,tge,disease_disease
contagious disease,tgev,disease_disease
severe diarrhea,tge,disease_symptom
disease,tgev,disease_disease
enteric disease,tgev,disease_disease
fowlpox virus,cell line,gene_disease
chicken,fowlpox,disease_species
fowlpox virus,permanent cell line,gene_disease
antibody,spike protein,gene_gene
genetic material,swinepox virus,disease_gene
vaccinia virus,swinepox virus,disease_disease
vector,gene,gene_species
antibody,gp50,gene_gene
child,rotavirus,disease_species
pig,impact,gene_species
pig,rotavirus,disease_species
prcv,inoculation,treat_procedure_disease
illness,ccv,disease_symptom
vaccine,poliovirus,disease_disease
dog,induction,treat_procedure_species
ige,antibody,gene_gene
uveitis,antibody,gene_disease
canine adenovirus,vaccination,treat_procedure_disease
lung,acute inflammation,disease_disease
vaccine,canine coronavirus,disease_disease
detected,light,gene_treat_procedure
enterovirus,bovine enterovirus,disease_disease
picornavirus,picornavirus,disease_disease
turkey,genome,gene_species
gyrovirus,li,drug_disease
genome,li,drug_gene
caliciviruses,vesivirus,disease_disease
caliciviruses,canine vesivirus,disease_disease
hepacivirus,flavivirus,disease_disease
canine hepacivirus,flavivirus,disease_disease
cat,diarrhea,disease_species
severe,gingivitis,disease_disease
domestic cat,presence,treat_procedure_species
domestic cat,tgc,drug_species
cat,tgc,drug_species
salmon,virus,disease_species
detected,papilloma,disease_treat_procedure
crustacean,ng,disease_species
epidemic,wnv,disease_disease
disease,denv,disease_disease
breakbone fever,dengue,disease_disease
fever,dengue,disease_disease
bone pain,dengue,disease_symptom
marburg virus,virus,disease_disease
fever,joint pain,symptom_disease
fever,pain,disease_disease
emerging disease,rna virus,disease_disease
ebolaviruses,ebolaviruses,disease_disease
specie,ebolaviruses,disease_species
person,ebov,disease_species
azt,placebo,treat_procedure_drug
gene,sars cov s protein,gene_gene
presence,β2 microglobulin,gene_treat_procedure
expression,red,gene_treat_procedure
right,right,disease_disease
acute conjunctivitis,fever,disease_disease
acute follicular conjunctivitis,fever,disease_disease
sialic acid,receptor,gene_drug
acid,receptor,gene_drug
pneumonia,renal failure,disease_disease
rigor,fever,disease_symptom
ventilator associated pneumonia,renal failure,disease_disease
cold,rhinorrhea,disease_disease
impact,disaster,disease_gene
plan,task,gene_disease
body,task,gene_gene
damage,disaster,disease_gene
same,all,gene_disease
disaster,cmt,disease_disease
damage,cmt,disease_gene
drug,leukemia,disease_drug
dolastatin 10,drug,drug_gene
immunosuppression,infection,disease_disease
immunosuppression,viral infection,disease_disease
inflammation,condition,disease_disease
infectious peritonitis virus,zoonosis,disease_disease
arenavirus,zoonosis,disease_disease
diabetes,infection,disease_disease
peritonitis virus,zoonosis,disease_disease
feline infectious peritonitis virus,zoonosis,disease_disease
infiltration,inflammation,disease_treat_procedure
virus,distemper,disease_disease
pneumonia,vomiting,disease_disease
bronchitis,infection,disease_disease
vomiting,infection,disease_disease
human,subacute sclerosing panencephalitis,disease_species
envelope protein,coronaviruses,disease_gene
antigen,biliary glycoprotein,gene_gene
rna dependent rna polymerase,orf1b,gene_gene
viral rna polymerase,orf1b,gene_gene
carcinoembryonic antigen,glycoprotein,gene_gene
rna polymerase,orf1b,gene_gene
antigen,glycoprotein,gene_gene
carcinoembryonic antigen,biliary glycoprotein,gene_gene
human,tract infection,disease_species
hku1,hcov nl63,gene_gene
disease,lower respiratory tract infection,disease_disease
disease,tract infection,disease_disease
enteric disease,respiratory tract infection,disease_disease
enteric disease,lower respiratory tract infection,disease_disease
enteric disease,tract infection,disease_disease
mouse,injury,disease_species
human,lower respiratory tract infection,disease_species
hcov nl63,hcov nl63,gene_gene
camel,coronavirus,disease_species
n protein,coronaviruses,disease_gene
paramyxovirus,hn,disease_disease
nucleocapsid,virus,disease_gene
cytoplasm,sv40,gene_gene
transcriptase,hepatitis b virus,disease_gene
reverse transcriptase,hepatitis b virus,disease_gene
gene,rna polymerase,gene_gene
arenavirus,infection,disease_disease
nucleus,transcriptase,gene_gene
nucleus,reverse transcriptase,gene_gene
host cell membrane,cholesterol,drug_gene
h5,amino acid,drug_drug
influenza virus,plasminogen,gene_disease
rabbit,digestive problem,symptom_species
ampicillin,coccidiosis,disease_drug
rabbit,enteropathy,disease_species
rabbit,alkalosis,disease_species
removal,administration,treat_procedure_treat_procedure
administration,presence,treat_procedure_treat_procedure
hypoglycaemia,glucose,drug_disease
rabbit,obesity,disease_species
rabbit,hepatic lipidosis,disease_species
rabbit,lipidosis,disease_species
uterus,glucose,drug_disease
hyperglycaemia,fatty acid,drug_disease
rabbit,metoclopramide,drug_species
rabbit,ulcer,disease_species
pain,gastric ulceration,disease_disease
anaesthesia,isoflurane,drug_disease
fluid,stomach,disease_disease
gastric ulceration,therapy,treat_procedure_disease
gastric ulceration,analgesic therapy,treat_procedure_disease
dog,prostaglandin,drug_species
condition,enteropathy,disease_disease
impaction,enteropathy,disease_disease
presence,enteropathy,disease_treat_procedure
colon,presence,treat_procedure_disease
rabbit,coccidiosis,disease_species
disease,coccidiosis,disease_disease
coccidiosis,coccidiosis,disease_disease
intestinal stenosis,chronic infection,disease_disease
intestinal stenosis,infection,disease_disease
diarrhoeal disease,infection,disease_disease
jaundice,coccidiosis,disease_disease
rabbit,rare,gene_species
rabbit,sudden death,disease_species
detected,acute disease,disease_treat_procedure
detected,acute respiratory disease,disease_treat_procedure
child,aom,disease_species
airway,detection,treat_procedure_gene
child,hmpv,drug_species
ear,virus,disease_gene
bacterial,aom,disease_disease
rifampin,defensins,gene_drug
killer,hnp,gene_gene
past,his,gene_gene
lead,cdc,disease_treat_procedure
public health,change,treat_procedure_disease
injury,viral infection,disease_disease
infection,herpes virus,disease_disease
infectious agent,antibody,gene_disease
change,hiv gp41,gene_treat_procedure
change,hiv,disease_treat_procedure
clearance,antiviral therapy,treat_procedure_treat_procedure
flavivirus,west nile virus,disease_disease
