,Unnamed: 0.1,subject,object,new_relation
29017,29127,virus,child,species_species
29018,29128,patient,patient,species_species
29019,29129,hbv,carcinoma,disease_disease
29020,29130,patient,emphysema,disease_disease
29021,29131,woman,respiratory pathogen,disease_disease
29023,29133,virus,waterfowl,species_disease
29024,29134,yeast,antigen,gene_gene
29025,29135,patient,acute respiratory distress syndrome,disease_disease
29026,29136,hsp90,major,disease_disease
29029,29139,lcmv,human,species_gene
29033,29143,chikungunya virus,high fever,disease_disease
29034,29144,child,antibody,gene_gene
29035,29145,statin,patient,species_species
29036,29146,patient,toxoplasmosis,disease_disease
29042,29152,virus,nuclease,gene_gene
29047,29157,irf-3,protein,gene_gene
29048,29158,virus,infection,disease_disease
29049,29159,disease,anorexia,disease_disease
29050,29160,sars-cov,coronavirus,species_disease
29051,29161,mouse,inflammation,disease_disease
29053,29163,antibody,infection,disease_disease
29054,29164,virus,man,species_species
29056,29166,polio,major,disease_disease
29057,29167,patient,metastatic disease,disease_disease
29059,29169,anti-cd147,severe combined immunodeficiency,disease_disease
29062,29172,patient,diabetes,disease_disease
29065,29175,ifitm protein,sialic acid,drug_drug
29070,29180,antibody,vaccine,disease_disease
29071,29181,virus,αv integrins,gene_gene
29073,29183,inflection,virus,gene_disease
29077,29187,coronavirus infection,dog,species_species
29079,29189,rat,protein,gene_gene
29081,29191,isg15,antiviral,gene_gene
29082,29192,sars coronavirus,respiratory syndrome,disease_disease
29083,29193,virus,nuclease,gene_gene
29084,29194,myocarditis,infection,disease_disease
29085,29195,cxcl13,autoimmune demyelination,disease_disease
29086,29196,patient,chronic disease,disease_disease
29088,29198,hbov,child,species_species
29090,29200,sars-cov,ceacam1,gene_gene
29092,29202,viral disease,epidemic disease,disease_disease
29093,29203,covid-19,receptor,gene_gene
29095,29205,rna,plasma,gene_gene
29097,29207,covid-19,severe,disease_disease
29098,29208,prcv,respiratory disease,disease_disease
29102,29212,erythrophagocytosis,liver,disease_disease
29103,29213,yscf,protein,gene_gene
29104,29214,covid-19,iron,drug_drug
29108,29218,mers-cov,receptor,gene_gene
29109,29219,ifn,ribavirin,drug_drug
29113,29223,sars-cov,hamster,species_species
29114,29224,coronavirus infection,injury,disease_disease
29115,29225,patient,bronchitis,disease_disease
29117,29227,peritonitis,cat,species_disease
29118,29228,pattern,insulin,gene_gene
29120,29230,mouse,mouse,species_species
29121,29231,yeast,pulmonary disease,disease_disease
29122,29232,virus,cell,gene_gene
29124,29234,mutant,proline,drug_drug
29125,29235,infection,severe acute respiratory syndrome coronavirus 2,disease_disease
29126,29236,interstitial fibrosis,syphilis,disease_disease
29127,29237,edema,viroporin,gene_gene
29128,29238,mouse,neutrophilic airway inflammation,disease_disease
29129,29239,monkey,antibody,gene_gene
29131,29241,steroid,patient,species_species
29135,29245,gastroenteritis,viral pneumonia,disease_disease
29136,29246,tlr4,autophagy,gene_gene
29138,29248,disease,frog,species_species
29139,29249,necrosis,calcium,drug_drug
29140,29250,a. baumanni bsi,patient,species_species
29143,29253,upper respiratory virus,acute disease,disease_disease
29145,29255,h5n1 virus,tissue,gene_disease
29146,29256,rna,spike protein,gene_gene
29147,29257,rdrp variant,ribavirin,drug_drug
29148,29258,virus,bronchiolitis,disease_disease
29149,29259,aminopeptidase n,amino acid,drug_drug
29151,29261,ltcf,person,species_species
29152,29262,antigen,rat,species_species
29153,29263,leupeptin,cysteine,drug_drug
29155,29265,patient,hydroxychloroquine,drug_drug
29157,29267,respiratory symptom,nasal congestion,disease_disease
29159,29269,prrsv,interstitial pneumonia,disease_disease
29161,29271,interferon,inactivated influenza virus,disease_disease
29163,29273,infection,human avian influenza,species_species
29165,29275,hct recipient,varicella,species_disease
29166,29276,psg16,receptor,gene_gene
29168,29278,wupyv,respiratory pathogen,disease_disease
29169,29279,hmgb1,thrombomodulin,gene_gene
29170,29280,lymphocytopenia,patient,species_species
29171,29281,hepatitis virus,hepatitis,disease_disease
29172,29282,tract inflection,wheezing,disease_disease
29174,29284,peritonitis,coronavirus,species_disease
29176,29286,person,coronavirus,species_disease
29177,29287,irf-3,infection,disease_disease
29178,29288,lymphopenia,patient,species_species
29179,29289,adenovirus,child,species_species
29180,29290,mouse,demyelination,disease_disease
29181,29291,ala,mutant,gene_gene
29182,29292,anemia,malaria,disease_disease
29185,29295,person,infectious,gene_disease
29187,29297,skin injury,person,species_species
29192,29302,patient,hemophagocytic lymphohistiocytosis,disease_disease
29194,29304,swine flu,2009,disease_disease
29195,29305,antibody,patient,species_species
29196,29306,patient,primary pneumonia,disease_disease
29197,29307,rotavirus inflection,piglet,species_species
29199,29309,cd14,receptor,gene_gene
29200,29310,rsv,child,species_species
29204,29314,fhv,virus,gene_disease
29207,29317,hbov,child,species_species
29209,29319,hcv,chronic liver disease,disease_disease
29210,29320,covid-19,fever,disease_disease
29212,29322,canine distemper virus,encephalitis,disease_disease
29213,29323,ilis,child,species_species
29214,29324,sirna,oxygen,drug_drug
29215,29325,hydrocortisone,shock,disease_disease
29220,29330,patient,steroid,drug_drug
29221,29331,ip-10 mrna,infection,disease_disease
29223,29333,virus,epidemic,disease_disease
29224,29334,child,catecholamine-resistant septic shock,disease_disease
29226,29336,gene,retinoblastoma protein,gene_gene
29227,29337,host,liver,disease_disease
29228,29338,mouse,weight loss,disease_disease
29230,29340,cd200,receptor,gene_gene
29234,29344,goat igg,horseradish peroxidase,gene_gene
29235,29345,prrsv,viremia,disease_disease
29236,29346,antibody,mouse,species_species
29238,29348,disease,virus,gene_disease
29240,29350,virus,human respiratory syncytial virus,species_species
29243,29353,cov,mouse,species_species
29244,29354,piceatannol,curcumin,drug_drug
29248,29358,sars,virus,gene_disease
29250,29360,influenza virus,pandemic,disease_disease
29251,29361,disease,viral,gene_disease
29253,29363,influenza ha,virus,gene_disease
29254,29364,vp4 protein,antibody,gene_gene
29256,29366,mouse hepatitis virus,gfp,gene_gene
29258,29368,hct recipient,ganciclovir,drug_drug
29260,29370,edema,acute respiratory distress syndrome,disease_disease
29261,29371,participant,h1n1,gene_gene
29262,29372,mouse,influenza,species_disease
29268,29378,respiratory syncytial virus,pneumonia,disease_disease
29269,29379,goat igg,antibody,gene_gene
29273,29383,patient,anosmia,disease_disease
29276,29386,body,infection,disease_disease
29277,29387,sars-cov infection,community,disease_disease
29278,29388,fever,arenavirus,species_disease
29279,29389,distemper virus,encephalitis,disease_disease
29280,29390,parainfluenza virus,infection,disease_disease
29281,29391,sars-cov infection,rhesus macaque,species_disease
29288,29398,gene,group 2,gene_gene
29289,29399,pandemic,human coronavirus,species_species
29290,29400,coronavirus inflection,cold,disease_disease
29291,29401,patient,h1n1,gene_gene
29294,29404,patient,myalgia,disease_disease
29295,29405,illness,dengue fever,disease_disease
29296,29406,pdc,blood,disease_disease
29297,29407,covid-19ry artery disease,h1n1,gene_gene
29299,29409,glucose,insulin,gene_gene
29300,29410,renin,hypertension,disease_disease
29302,29412,disease,major,disease_disease
29305,29415,quarantine,fibrosis,disease_disease
29306,29416,viral nucleocapsid antigen,antibody,gene_gene
29307,29417,rsv,bronchiolitis,disease_disease
29313,29423,nsp14 protein,fusion,gene_gene
29314,29424,anemia,child,species_species
29316,29426,influenza virus,infection,disease_disease
29317,29427,respiratory disease,pattern,gene_gene
29318,29428,hla,inflammation,disease_disease
29319,29429,sars-cov nsp12,protein,gene_gene
29320,29430,virus,bacterial infection,disease_disease
29321,29431,patient,community-acquired pneumonia,disease_disease
29322,29432,lower respiratory tract inflection,wheezing,disease_disease
29324,29434,acid,glycine,drug_drug
29325,29435,disease,viral,gene_disease
29326,29436,egr1,viral infection,disease_disease
29327,29437,pattern,tissue,gene_disease
29328,29438,rit,cancer,disease_disease
29331,29441,iron,critical,disease_disease
29333,29443,patient,posaconazole,drug_drug
29334,29444,bacterial inflection,neutrophilia,disease_disease
29335,29445,sars-cov infection,macaque,species_species
29340,29450,csf,bacterial infection,disease_disease
29342,29452,osteopontin,multifunctional,gene_gene
29345,29455,edema,distress syndrome,disease_disease
29346,29456,rotavirus infection,autoimmunity,disease_disease
29347,29457,arginine,amino acid,drug_drug
29349,29459,respiratory syncytial virus,pneumonia,disease_disease
29350,29460,high,antibody,gene_gene
29351,29461,adenovirus,infection,disease_disease
29352,29462,e. faecium,fluid,disease_disease
29353,29463,orf,rna,gene_gene
29354,29464,coronavirus,syndrome,disease_disease
29356,29466,coronavirus inflection,respiratory tract disease,disease_disease
29357,29467,woman,men,species_species
29358,29468,mouse,demyelination,disease_disease
29359,29469,ang ii,lung injury,disease_disease
29361,29471,ifn,virus,gene_disease
29362,29472,child,murine monoclonal antibody,gene_gene
29363,29473,patient,hypercapnia,disease_disease
29364,29474,acute disease,calf,species_species
29366,29476,cytokine storm,inflammation,disease_disease
29373,29483,rna,functional,gene_gene
29374,29484,herpesviruses,autoimmunity,disease_disease
29376,29486,mouse,syndrome,disease_disease
29379,29489,tumor,antibody,gene_gene
29381,29491,viral cysteine proteinase,cysteine,drug_drug
29382,29492,hrv,child,species_species
29383,29493,e. coli,protein,gene_gene
29384,29494,patient,chronic disease,disease_disease
29385,29495,eif4gi,protein,gene_gene
29386,29496,csf,infection,disease_disease
29387,29497,cytokine storm,virus,gene_disease
29388,29498,influenza,respiratory virus,species_disease
29389,29499,rna,viral polymerase polyprotein,gene_gene
29391,29501,ventilator,work of breathing,disease_disease
29393,29503,diabetic ketoacidosis,woman,species_species
29394,29504,emphysema,mouse,species_species
29397,29507,covid-19,pandemic,disease_disease
29398,29508,pneumonia,respiratory distress syndrome,disease_disease
29401,29511,disease,sudden death,disease_disease
29404,29514,tf3,tea,species_species
29405,29515,person,contagious disease,disease_disease
29406,29516,mouse,injury,disease_disease
29407,29517,mouse,mouse,species_species
29414,29524,upr,tunicamycin,drug_drug
29417,29527,mpl,antibody,gene_gene
29418,29528,interferon,inactivated influenza virus,disease_disease
29422,29532,coronavirus,respiratory syndrome,disease_disease
29423,29533,necrosis,pattern,gene_gene
29424,29534,hepatitis,chronic hepatitis,disease_disease
29427,29537,mouse,weight loss,disease_disease
29428,29538,patch,green,species_species
29429,29539,patient,bacterial meningitis,disease_disease
29432,29542,type,oxide,drug_drug
29433,29543,inflection,pneumonia,disease_disease
29434,29544,ppxy domain,ubiquitin ligases,gene_gene
29436,29546,rdrp,coronavirus,species_disease
29437,29547,ncitrus tristeza virus,virus,gene_disease
29438,29548,sepsis,urinary infection,disease_disease
29440,29550,antibody,virus,gene_disease
29442,29552,cold,human,species_gene
29444,29554,vaccinia virus,rabbit,species_species
29447,29557,calf,high fever,disease_disease
29448,29558,h5n1,human,species_gene
29450,29560,participant,vaccine,disease_disease
29451,29561,respiratory syncytial virus,rhinovirus,species_disease
29453,29563,men,woman,species_species
29455,29565,virus,helicases,gene_gene
29456,29566,prcv-isu-1,protein 3b,gene_gene
29457,29567,participant,influenza,species_disease
29462,29572,influenza virus infection,infection,disease_disease
29464,29574,human telomerase,transcriptase,gene_gene
29466,29576,hepatitis virus,hepatitis,disease_disease
29467,29577,respiratory syndrome,coronavirus,species_disease
29468,29578,tat,nuclear,gene_gene
29470,29580,cell,disseminated intravascular coagulation,disease_disease
29473,29583,virus,systemic disease,disease_disease
29478,29588,medrxiv,critical,disease_disease
29480,29590,ns1 protein,influenza virus infection,disease_disease
29482,29592,ppv,lower,disease_disease
29484,29594,bronchiolitis obliterans,pneumonia,disease_disease
29485,29595,cypa,nucleocapsid protein,gene_gene
29486,29596,coronavirus,human,species_gene
29487,29597,rna,isopropanol,drug_drug
29489,29599,hepatitis,chronic hepatitis,disease_disease
29492,29602,human,complement,gene_gene
29493,29603,hct recipient,varicella,species_disease
29497,29607,syndrome,infection,disease_disease
29498,29608,pleural effusion,clinical deterioration,disease_disease
29499,29609,igf-1,small,gene_gene
29501,29611,viral infection,rna,gene_gene
29502,29612,child,radiological pneumonia,disease_disease
29503,29613,virus,viremia,disease_disease
29504,29614,influenza pneumonia,acute lung injury,disease_disease
29508,29618,participant,sneezing,disease_disease
29509,29619,syndrome,infection,disease_disease
29510,29620,infection,community,disease_disease
29511,29621,flavivirus,protein,gene_gene
29513,29623,virus,liver,disease_disease
29514,29624,mers-cov,infection,disease_disease
29515,29625,wnv,flavivirus,species_disease
29517,29627,virus,influenza,species_disease
29518,29628,csf,infection,disease_disease
29520,29630,virus,respiratory syncytial virus,species_disease
29521,29631,virus,furin,gene_drug
29525,29635,covid-19,severe acute respiratory syndrome coronavirus 2,disease_disease
29529,29639,protein vi,protein,gene_gene
29531,29641,cat,infection,disease_disease
29532,29642,patient,respiratory virus,species_disease
29534,29644,tsg101 protein,critical,disease_disease
29536,29646,severe acute respiratory syndrome,viral protease,gene_gene
29537,29647,rantes -28 g allele,patient,species_species
29538,29648,pam,infection,disease_disease
29539,29649,tryptophan,gp41,gene_gene
29543,29653,viral infection,child,species_species
29544,29654,immunoglobulin,plasma,gene_gene
29545,29655,tuberculosis,major,disease_disease
29546,29656,tuberculosis,deficiency,disease_disease
29547,29657,virus,rna,gene_gene
29550,29660,patient,antibody,gene_gene
29551,29661,severe acute respiratory syndrome,infectious disease,disease_disease
29552,29662,eps15-dn,gfp,gene_gene
29555,29665,sars-cov infection,pneumonia,disease_disease
29556,29666,chronic demyelination,mouse,species_species
29559,29669,hrv,child,species_species
29562,29672,rna virus,syndrome coronavirus,disease_disease
29564,29674,infection,multifocal leukoencephalopathy,disease_disease
29568,29678,infectious disease,acute respiratory syndrome coronavirus 2,disease_disease
29570,29680,mhv-a59,demyelination,disease_disease
29571,29681,patient,swine flu,species_disease
29572,29682,disease,horse,species_species
29573,29683,patient,leukocytopenia,disease_disease
29574,29684,patient,ventilator associated pneumonia,disease_disease
29576,29686,h5n1 virus infection,alveolar damage,disease_disease
29577,29687,sars,person,species_species
29578,29688,mhv infection,host,gene_gene
29579,29689,disease,emerging,disease_disease
29580,29690,wasting,vomiting,disease_disease
29581,29691,hrv,mouse,species_species
29583,29693,patient,influenza,species_disease
29584,29694,distemper virus,dog,species_species
29585,29695,stpa,small,gene_gene
29588,29698,mers-cov,human,species_gene
29590,29700,eav,horse,species_species
29592,29702,virus,infection,disease_disease
29593,29703,trachea stenosis,injury,disease_disease
29596,29706,patient,alanine aminotransferase,gene_gene
29597,29707,kshv,human,species_gene
29598,29708,ccl3,virus,gene_disease
29601,29711,respiratory virus,patient,species_species
29602,29712,acute respiratory infection,child,species_species
29603,29713,chronic demyelination,mouse,species_species
29604,29714,hcv,infection,disease_disease
29606,29716,hantavirus,ribavirin,drug_drug
29607,29717,inflammatory disease,infection,disease_disease
29608,29718,pdcs,infection,disease_disease
29609,29719,arbidol,influenza virus,species_disease
29610,29720,m19fc,antibody,gene_gene
29612,29722,respiratory symptom,child,species_species
29613,29723,sars-cov infection,community,disease_disease
29614,29724,camel,native,gene_gene
29617,29727,patient,hypoxia,disease_disease
29620,29730,pig apobec3f,human,species_gene
29622,29732,infection,dog,species_species
29623,29733,patient,woman,species_species
29624,29734,ebola,woman,species_species
29625,29735,coronavirus,patient,species_species
29629,29739,goat anti-hcov-229e antibody,protein,gene_gene
29630,29740,isg20,flavivirus,species_disease
29633,29743,child,antibody,gene_gene
29634,29744,disease,severe,disease_disease
29636,29746,patient,pneumonia,disease_disease
29637,29747,respiratory symptom,respiratory distress syndrome,disease_disease
29641,29751,variola virus,smallpox,disease_disease
29643,29753,sars,severe,disease_disease
29644,29754,coronavirus,critical,disease_disease
29646,29756,nsp10,nsp12,gene_gene
29648,29758,rna,tissue,gene_disease
29652,29762,3c-like protease,nsps,gene_gene
29653,29763,respiratory virus inflection,mouse,species_species
29654,29764,human,acute respiratory syndrome,disease_disease
29655,29765,viral infection,rna,gene_gene
29657,29767,mers-cov,rabbit,species_species
29658,29768,pneumonia,distress syndrome,disease_disease
29659,29769,patient,pantoprazole,drug_drug
29661,29771,woman,avian,species_disease
29663,29773,formyl peptide receptor,receptor,gene_gene
29664,29774,fusion,antibody,gene_gene
29666,29776,mouse,weight loss,disease_disease
29669,29779,disease,kidney disease,disease_disease
29670,29780,child,cough,disease_disease
29671,29781,bronchiolitis,child,species_species
29672,29782,replicase complex,nsp8,gene_gene
29674,29784,ide,virus,gene_disease
29675,29785,rbd,human,species_gene
29676,29786,patient,hemophagocytic lymphohistiocytosis,disease_disease
29677,29787,ifv,macropinocytosis,disease_disease
29678,29788,h1n1,hypoxemia,disease_disease
29679,29789,patient,immunosuppression,disease_disease
29682,29792,mhv-a59,acute encephalitis,disease_disease
29684,29794,t lesion,nsp12,gene_gene
29686,29796,h5n1 virus infection,interstitial infiltrates,disease_disease
29687,29797,patient,sepsis,disease_disease
29688,29798,interleukin,person,species_species
29691,29801,mutant,plaque mutant,gene_gene
29695,29805,influenza virus,influenza,species_disease
29701,29811,patient,dysphagia,disease_disease
29702,29812,inflection,infectious disease,disease_disease
29705,29815,person,mental health,disease_disease
29707,29817,pdcs,macaque,species_species
29712,29822,severe anemia,malaria,disease_disease
29715,29825,patient,infection,disease_disease
29716,29826,recombinant s2-hr2 protein,escherichia coli,species_species
29717,29827,hydrocortisone,septic shock,disease_disease
29720,29830,chikungunya virus,acute illness,disease_disease
29722,29832,influenza virus,infection,disease_disease
29725,29835,glycyrrhizin,influenza virus disease,disease_disease
29728,29838,λius,infection,disease_disease
29729,29839,virus,patient,species_species
29731,29841,cov,syndrome,disease_disease
29732,29842,cdna,rna,gene_gene
29734,29844,nsp14 protein,fusion,gene_gene
29735,29845,patient,esophageal cancer,disease_disease
29738,29848,infection,poliovirus,species_disease
29743,29853,inos,immunosuppression,disease_disease
29744,29854,patient,blood,disease_disease
29745,29855,gastroenteritis virus,atrophy,disease_disease
29750,29860,influenza virus infection,influenza,species_disease
29751,29861,cancer,kidney disease,disease_disease
29754,29864,antigen,rat,species_species
29756,29866,inflection,human,species_gene
29758,29868,tracheostomy,patient,species_species
29759,29869,fifo product,protein,gene_gene
29760,29870,bunyavirus,virus,gene_disease
29763,29873,disease,human coronavirus,species_species
29764,29874,gdp,patient,species_species
29765,29875,infectious disease,epidemic disease,disease_disease
29766,29876,sepsis,infection,disease_disease
29767,29877,caspase-8,viral infection,disease_disease
29768,29878,hypertension,respiratory distress syndrome,disease_disease
29769,29879,quarantine,influenza,species_disease
29773,29883,h5n1 virus,hemagglutinin gene,gene_gene
29775,29885,necrosis,calcium,drug_drug
29777,29887,hsv,patient,species_species
29778,29888,valganciclovir,ganciclovir,drug_drug
29780,29890,mouse,inflammation,disease_disease
29782,29892,infection,host,gene_gene
29784,29894,sars cov vlps,antibody,gene_gene
29785,29895,asthma,chronic,disease_disease
29786,29896,myocarditis,adenovirus,species_disease
29787,29897,inflection,abortion,disease_disease
29788,29898,hmpv,infection,disease_disease
29789,29899,hypoxia,severe,disease_disease
29790,29900,cytokine storm,viral infection,disease_disease
29791,29901,rsv,virus,gene_disease
29792,29902,patient,septic shock,disease_disease
29798,29908,dog,infection,disease_disease
29799,29909,human apobec3g,virus,gene_disease
29800,29910,edema,protein,gene_gene
29802,29912,rna virus,reproductive failure,disease_disease
29803,29913,arteriviruses,coronavirus,species_disease
29807,29917,yscf,protein,gene_gene
29809,29919,syndrome,transmissible,disease_disease
29810,29920,gdp,patient,species_species
29811,29921,mhv-a59,infection,disease_disease
29812,29922,type 1 diabetes,human,species_gene
29815,29925,vzv,herpes zoster,disease_disease
29816,29926,infection,elastase,gene_gene
29817,29927,leptin,obesity,disease_disease
29818,29928,glycyrrhizin,influenza virus disease,disease_disease
29819,29929,gene,squalene synthase,gene_gene
29822,29932,person,antibody,gene_gene
29823,29933,covid-19,severe acute respiratory syndrome,disease_disease
29825,29935,smallpox,viral,gene_disease
29827,29937,sars-cov infection,atypical pneumonia,disease_disease
29834,29944,respiratory symptom,hypoxia,disease_disease
29837,29947,mouse,lymphocytic choriomeningitis virus,disease_disease
29838,29948,mouse,mouse,species_species
29839,29949,ali,infection,disease_disease
29840,29950,igg,antibody,gene_gene
29845,29955,disorder,virus,gene_disease
29847,29957,h9n2,chicken,species_species
29848,29958,inflection,lymphopenia,disease_disease
29850,29960,patient,virus,gene_disease
29851,29961,h5n1 virus infection,interstitial infiltrates,disease_disease
29852,29962,n protein,pig,species_species
29858,29968,stat1,pulmonary fibrosis,disease_disease
29859,29969,lrti,respiratory tract infection,disease_disease
29861,29971,fpr,virus,gene_disease
29862,29972,fever,influenza virus infection,disease_disease
29864,29974,viral inflection,autoimmunity,disease_disease
29865,29975,alveolar damage,alveolar epithelial infection,disease_disease
29867,29977,patient,respiratory distress syndrome,disease_disease
29869,29979,disease,chest pain,disease_disease
29870,29980,igg antibody,horseradish peroxidase,gene_gene
29871,29981,patient,thrombocytopenia,disease_disease
29873,29983,macaque,virus infection,disease_disease
29878,29988,piglet,gene 7 deletion mutant,gene_gene
29881,29991,histamine-mediated respiratory disease,pattern,gene_gene
29882,29992,parainfluenza virus,acute respiratory infection,disease_disease
29885,29995,goat igg,antibody,gene_gene
29886,29996,pharyngitis,viral,gene_disease
29887,29997,inflammation,granuloma,disease_disease
29890,30000,arenavirus,receptor,gene_gene
29891,30001,infection,virus,gene_disease
29892,30002,ards,pulmonary damage,disease_disease
29894,30004,patient,distress syndrome,disease_disease
29895,30005,mouse,viral disease,disease_disease
29897,30007,woman,acute febrile illness,disease_disease
29899,30009,mab,microbial disease,disease_disease
29900,30010,csf,bacterial infection,disease_disease
29901,30011,sars-cov e protein,type,disease_disease
29902,30012,ihc,lung,disease_disease
29903,30013,viral infection,demyelination,disease_disease
29904,30014,seasonal influenza,virus,gene_disease
29905,30015,plp2 domain,protein,gene_gene
29907,30017,icgd03-s,lower,disease_disease
29913,30023,influenza virus,respiratory infection,disease_disease
29916,30026,fzr,anaphase-promoting complex,gene_gene
29917,30027,influenza,pandemic influenza,disease_disease
29918,30028,pdcov,piglet,species_species
29919,30029,bronchiolitis,child,species_species
29920,30030,hcov-nl63,human virus,species_species
29922,30032,icu,patient,species_species
29923,30033,disease,pandemic,disease_disease
29926,30036,obesity,patient,species_species
29927,30037,mbp,e.coli,species_species
29931,30041,coronavirus,respiratory disease,disease_disease
29932,30042,influenza virus,mouse,species_species
29933,30043,respiratory symptom,child,species_species
29934,30044,virus,mouse,species_species
29935,30045,lung,edema,disease_disease
29936,30046,virus,gastroenteritis,disease_disease
29937,30047,vaccine,mouse,species_species
29943,30053,rhinovirus,viral infection,disease_disease
29944,30054,conjunctivitis,pneumonia,disease_disease
29949,30059,aspirin,patient,species_species
29951,30061,ventilator-associated pneumonia,group 1,gene_gene
29954,30064,depression,vomiting,disease_disease
29956,30066,glutathione,virus,gene_disease
29958,30068,human h1n1,lung,disease_disease
29959,30069,peptide,iodine,drug_drug
29960,30070,lower respiratory tract inflection,wheezing,disease_disease
29962,30072,patient,community,disease_disease
29968,30078,mdms,blood,disease_disease
29971,30081,coronavirus inflection,respiratory tract disease,disease_disease
29972,30082,virus,infection,disease_disease
29974,30084,patient,fever,disease_disease
29978,30088,fip,fatal,disease_disease
29980,30090,h2n2,h1n1,gene_gene
29981,30091,protein,antigen,gene_gene
29982,30092,sars-cov,angiotensin-converting enzyme 2,gene_gene
29983,30093,infection,host,gene_gene
29984,30094,quarantine,cystic fibrosis,disease_disease
29985,30095,cov,syndrome,disease_disease
29986,30096,p. aeruginosa,mouse,species_species
29987,30097,aom,inflammation,disease_disease
29991,30101,asthma,airway disease,disease_disease
29993,30103,mouse,pneumococcal infection,disease_disease
29994,30104,serotypes,sialic acid,drug_drug
29995,30105,infection,demyelination,disease_disease
29998,30108,asthmatic,viral pneumonia,disease_disease
29999,30109,virus,infection,disease_disease
30000,30110,virus,cell,gene_gene
30002,30112,s protein,infection,disease_disease
30003,30113,panic,person,species_species
30006,30116,mouse,pattern,gene_gene
30011,30121,m. pneumoniae,respiratory disease,disease_disease
30015,30125,diabetes,viral infection,disease_disease
30016,30126,cgvhd,immunosuppression,disease_disease
30018,30128,person,child,species_species
30021,30131,disease,pandemic,disease_disease
30022,30132,mouse,hindlimb paralysis,disease_disease
30023,30133,hcovs,respiratory virus,species_disease
30026,30136,eugenol,herpesvirus-induced keratitis,disease_disease
30027,30137,ifnγ,syndrome,disease_disease
30030,30140,person,chronic illness,disease_disease
30031,30141,isg20,flavivirus,species_disease
30032,30144,virus,contagious,disease_disease
30033,30145,antibody,guinea pig,species_species
30034,30146,rna,blood,disease_disease
30035,30147,influenza virus,acute respiratory infection,disease_disease
30037,30149,rbds,infection,disease_disease
30038,30150,infant,antibody,gene_gene
30040,30152,person,chronic disease,disease_disease
30042,30154,horseradish peroxidase,antibody,gene_gene
30044,30156,renin,hypertension,disease_disease
30045,30157,influenza virus,mouse,species_species
30047,30159,rsv,child,species_species
30048,30160,virus,cell,gene_gene
30050,30162,covid-19,child,species_species
30051,30163,bronchopneumonia,calf,species_species
30054,30166,patient,high,disease_disease
30055,30167,icu,quarantine,drug_drug
30057,30169,acute disease,calf,species_species
30059,30171,patient,pneumonia,disease_disease
30060,30172,igf-1,small,gene_gene
30061,30173,community,long,disease_disease
30062,30174,lung lesion,severe,disease_disease
30064,30176,patient,acute circulatory failure,disease_disease
30065,30177,eav,horse,species_species
30067,30179,coronavirus inflection,cold,disease_disease
30068,30180,replicase-encoded nsps,rna,gene_gene
30070,30182,ph1n1,community,disease_disease
30072,30184,vlp,virus,gene_disease
30074,30186,mouse,virus,gene_disease
30075,30187,virus,lung injury,disease_disease
30076,30188,gene,gene,gene_gene
30077,30189,tgev,coronavirus,species_disease
30079,30191,influenza ha,virus,gene_disease
30080,30192,hcov-hku1,man,species_species
30081,30193,mouse,neutrophilic airway inflammation,disease_disease
30084,30196,e. coli,infection,disease_disease
30087,30199,virus,patient,species_species
30089,30201,vaccine,community,disease_disease
30090,30202,gfp,virus,gene_disease
30091,30203,antibody,horseradish peroxidase,gene_gene
30093,30205,cold sore,encephalitis,disease_disease
30095,30207,virus,antibody,gene_gene
30096,30208,covid-19,respiratory infection,disease_disease
30097,30209,rna,cell,gene_gene
30098,30210,mhv-2,acute encephalitis,disease_disease
30100,30212,adenovirus,rash,disease_disease
30102,30214,men,emphysema,disease_disease
30110,30222,goat anti-mouse igg,antibody,gene_gene
30111,30223,disease,acute respiratory syndrome coronavirus 2,disease_disease
30115,30227,tlr4,lung,disease_disease
30117,30229,hrv,child,species_species
30124,30236,siga,lung,disease_disease
30127,30239,viral illness,lower respiratory tract involvement,disease_disease
30128,30240,virus,human,species_gene
30129,30241,virus,liver,disease_disease
30130,30242,antibody,major,disease_disease
30131,30243,covid-19,severe acute respiratory syndrome,disease_disease
30132,30244,infant,bronchiolitis,disease_disease
30133,30245,prothrombin,abnormal,disease_disease
30137,30249,boy,fever,disease_disease
30140,30252,influenza virus,clathrin,gene_gene
30142,30254,associated organ failure,patient,species_species
30143,30255,tuberculosis,infection,disease_disease
30148,30260,pulmonary inflection,voriconazole,drug_drug
30150,30262,lung inflammation,acute respiratory distress syndrome,disease_disease
30156,30268,cathepsin protease,peptide,gene_drug
30158,30270,sars-n,mouse,species_species
30163,30275,patient,lethargy,disease_disease
30164,30276,patient,cardiac surgery,disease_disease
30165,30277,fever,sudden death,disease_disease
30166,30278,patient,pharyngitis,disease_disease
30167,30279,emerging infectious disease,coronavirus,species_disease
30169,30281,neurogenic pulmonary edema,hemorrhage,disease_disease
30170,30282,dengue infection,hemorrhagic fever,disease_disease
30171,30283,virus,host,gene_gene
30172,30284,u16 snornas,transport,gene_gene
30176,30288,haemophilus influenzae type b,aseptic meningitis,disease_disease
30178,30290,influenza virus,influenza,species_disease
30179,30291,influenza virus,virus,gene_disease
30180,30292,h9n2,chicken,species_species
30181,30293,coronavirus infection,myocarditis,disease_disease
30182,30294,virus,type,disease_disease
30184,30296,car,receptor,gene_gene
30185,30297,covid-19,child,species_species
