,subject,new_relation,object
140164,ferritin,gene_treat_procedure,administration
140175,type,disease_gene,viral genome
140178,throat,disease_disease,nasal symptom
140179,sore throat,symptom_disease,nasal symptom
140180,croup syndrome,disease_symptom,cough
140181,dizziness,symptom_disease,thrombocytopenia
140182,dizziness,symptom_symptom,nausea
140198,ulcer,disease_gene,rim
140199,pharyngitis,disease_drug,acyclovir
140204,dry cough,symptom_disease,obstruction
140205,dry cough,symptom_symptom,pain
140207,cough,symptom_disease,obstruction
140220,chilliness,disease_symptom,cough
140230,eating disorder,disease_disease,illness
140231,disorder,disease_disease,illness
140232,impact,gene_treat_procedure,family therapy
140234,presence,treat_procedure_disease,zoonotic disease
140242,hedgehog,gene_gene,sex
140245,p protein,gene_gene,l protein
140251,serum,gene_disease,cpe
140252,acid,drug_symptom,eruption
140253,ash,disease_symptom,gas
140255,famine,disease_species,child
140257,arm,gene_treat_procedure,detection
140265,orf3b,gene_treat_procedure,expression
140266,orf 3a,gene_disease,critical
140267,rip3,gene_gene,lysosome
140270,cathepsins,gene_gene,cytoplasm
140273,adjunctive therapy,treat_procedure_treat_procedure,corticosteroid therapy
140277,adjunctive therapy,treat_procedure_treat_procedure,therapy
140281,therapy,treat_procedure_treat_procedure,corticosteroid therapy
140284,corticosteroid therapy,treat_procedure_treat_procedure,corticosteroid therapy
140285,corticosteroid therapy,treat_procedure_treat_procedure,therapy
140313,chronic inflammation,disease_disease,demyelination
140317,intestinal parasite,disease_species,lewis rat
140318,intestinal parasite,disease_disease,eae
140319,demyelination,disease_disease,cortex
140320,focal demyelination,disease_disease,cortex
140326,gene,gene_disease,disease progression
140330,therapy,treat_procedure_treat_procedure,application
140335,tissue,disease_gene,hilus
140341,effusion,disease_drug,ct
140342,pleural effusion,disease_drug,ct
140352,air,gene_treat_procedure,sedation
140353,inclusion,gene_treat_procedure,treatment protocol
140354,infection,disease_drug,amphotericin b
140358,hypertension,disease_treat_procedure,treatment
140361,emaciation,symptom_symptom,cyanosis
140363,respiratory pathogen,disease_species,rat
140366,inapparent infection,disease_disease,nasopharynx
140371,fit,symptom_gene,wave
140373,hypoxia,disease_drug,sodium
140387,s protein,gene_gene,wild type
140389,s protein,gene_disease,type
140391,cpe,disease_gene,extended
140393,treatment,treat_procedure_gene,dnasei
140395,intubation,treat_procedure_disease,metabolic acidosis
140396,intubation,treat_procedure_disease,acidosis
140417,collectins,gene_species,man
140420,tm,drug_gene,s protein
140421,s protein,gene_treat_procedure,anchored
140422,collectins,gene_gene,lectin
140428,ear,gene_symptom,fever
140429,middle ear,disease_symptom,fever
140430,pyogranulomatous lesion,disease_disease,lung
140431,leukemia,disease_disease,necrotic lesion
140432,cyst,disease_disease,infection
140435,viremia,disease_treat_procedure,clearance
140450,envelope spike protein s,gene_treat_procedure,attachment
140451,coronaviruses,disease_gene,lipid bilayer
140452,nucleocapsid,gene_gene,nucleocapsid
140453,envelope spike protein s,gene_treat_procedure,fusion
140455,protein e,gene_gene,lipid bilayer
140456,protein e,gene_drug,ibv
140457,protein e,gene_species,mhv
140458,antibody,gene_species,mhv
140460,application,treat_procedure_disease,pneumonia
140461,pneumonia,disease_treat_procedure,radiation
140463,viral pneumonia,disease_treat_procedure,radiation
140464,catheterization,treat_procedure_drug,quarantine
140467,he,disease_treat_procedure,repair
140468,asthma,disease_drug,methotrexate
140483,colony,gene_gene,cpa
140488,therapy,treat_procedure_drug,methylprednisolone
140489,lt,gene_disease,kt
140498,bovine respiratory disease,disease_species,cattle
140506,lipopolysaccharide binding protein,gene_gene,antibody
140507,herpesviruses,disease_disease,coinfection
140508,herpesviruses,disease_treat_procedure,detected
140511,12,gene_disease,piv
140512,rsv,drug_disease,piv
140514,bronchiolitis,disease_treat_procedure,mechanical ventilation
140516,crd,disease_gene,human cd3
140533,phage,disease_treat_procedure,extracted
140544,chronic obstructive pulmonary disease,disease_disease,acute lower respiratory infection
140550,respiratory virus,disease_species,people
140554,fusion,treat_procedure_treat_procedure,clearance
140555,disease,disease_treat_procedure,had
140556,pa,drug_disease,metabolic syndrome
140557,pa,drug_disease,syndrome
140565,complement,gene_gene,c3b
140566,lp,disease_disease,inflammation
140568,prednisone,drug_gene,antibody
140569,prednisone,drug_drug,monoclonal antibody
140572,infectious disease,disease_disease,panic
140574,complement,gene_disease,critical
140575,lung injury,disease_gene,serum
140577,lung injury,disease_gene,n protein
140579,c4,gene_gene,n protein
140581,antibody,gene_gene,mbl
140583,methylprednisolone,drug_gene,impact
140584,implantation,treat_procedure_treat_procedure,treatment
140587,drug,drug_drug,ra
140588,promazine,drug_gene,3clpro
140589,promazine,drug_drug,drug
140590,race,gene_treat_procedure,treatment
140591,preventive treatment,treat_procedure_drug,oxygen
140592,aim,treat_procedure_species,sars
140594,administration,treat_procedure_treat_procedure,change
140601,he,disease_treat_procedure,aim
140602,lamivudine,drug_gene,polymerase
140603,human papillomaviruses,disease_disease,cancer
140604,human papillomaviruses,disease_disease,cervical cancer
140605,papillomaviruses,disease_disease,cancer
140606,papillomaviruses,disease_disease,cervical cancer
140611,headache,symptom_species,child
140618,pandemic,disease_drug,alcohol
140619,cell type,gene_gene,body
140620,clinical treatment,treat_procedure_gene,body
140621,treatment,treat_procedure_gene,body
140623,gene,gene_gene,ccl2
140625,gene,gene_gene,inf
140628,rma15,gene_disease,weight loss
140630,pdcs,gene_gene,cdc
140632,receptor,gene_gene,myd88
140637,sars cov infection,disease_disease,lung
140641,administration,treat_procedure_disease,ali
140643,sars s protein,gene_disease,lung
140644,sars s protein,gene_gene,ace2
140645,ali,disease_gene,sars s protein
140646,sars s,gene_disease,lung
140648,polio,disease_species,measles
140652,infection,disease_treat_procedure,passive immunization
140657,change,treat_procedure_gene,sperm
140658,immunization,treat_procedure_gene,sps
140663,glycoprotein,gene_disease,aqueous humor
140664,glycoprotein,gene_treat_procedure,humor
140668,ifns,gene_gene,body
140671,treatment,treat_procedure_drug,lamivudine
140672,presence,treat_procedure_gene,reverse transcriptase
140673,gp41,gene_gene,cell membrane
140674,lamivudine,drug_treat_procedure,presence
140675,lamivudine,drug_disease,type
140676,lamivudine,drug_gene,wild type
140683,rna,disease_disease,neurodegenerative disease
140684,rna,disease_disease,disease
140686,cytochrome c,gene_species,mouse
140687,membrane,gene_treat_procedure,change
140692,transport,gene_drug,na
140693,brush border membrane,gene_treat_procedure,stimulation
140694,functional activity,treat_procedure_disease,small intestine
140696,va,gene_gene,enac
140698,autoimmune disease,disease_disease,septic shock
140700,enzyme complex,gene_treat_procedure,reduction
140701,ago1,gene_gene,nucleus
140707,s1 subunit,gene_gene,s protein
140708,ace2,gene_gene,red
140711,induction,treat_procedure_disease,breast cancer
140714,galectin 9,gene_treat_procedure,functional activity
140719,combined treatment,treat_procedure_drug,za
140721,receptor,gene_gene,3cl pro
140723,opisthorchiasis,disease_treat_procedure,change
140724,cf,disease_disease,lower
140725,adv infection,disease_gene,iga
140730,tip,treat_procedure_drug,platinum
140731,detection,treat_procedure_gene,plant cell
140733,fish,gene_gene,hyaluronidase
140747,cmv infection,disease_disease,virus
140748,ards,disease_treat_procedure,emergency caesarean section
140753,receptor,gene_gene,nucleus
140756,cytosolic,gene_disease,critical
140767,band,gene_gene,n protein
140771,band,gene_gene,cellular
140772,rna,disease_gene,ibv n protein
140782,ndv,disease_treat_procedure,clearance
140790,ig,gene_gene,serum
140795,phytohemagglutinin,gene_gene,lectin
140796,immunoglobulin,gene_drug,fluorescein isothiocyanate
140799,brsv infection,disease_treat_procedure,presence
140800,infection,disease_species,brsv
140803,neuraminidase,gene_gene,haemagglutinin
140804,influenza infection,disease_symptom,febrile
140810,human health,disease_disease,tuberculosis
140816,folding,treat_procedure_treat_procedure,folding
140817,gene,gene_disease,plague
140821,bw001,gene_treat_procedure,treatment
140825,type i ifns,gene_gene,body
140827,bw001,gene_gene,ifns
140832,statin,drug_gene,ace2
140835,ibv,drug_disease,respiratory pathogen
140836,ibv,drug_species,respiratory
140839,genome,gene_gene,envelope protein
140841,viral genome,gene_gene,envelope protein
140842,viral genome,gene_gene,membrane
140843,spike glycoprotein,gene_treat_procedure,tip
140844,s1 gene sequence,gene_drug,nucleotide
140848,symptom,symptom_disease,consolidation
140854,cas13a,gene_gene,orf
140856,nh,drug_gene,all
140859,zanamivir,drug_drug,h3n2
140861,sialidase,gene_disease,influenza infection
140866,das181,gene_species,patient
140867,das181,gene_disease,piv infection
140868,cidofovir,drug_drug,cidofovir
140869,lrtis,disease_drug,rsv
140871,mask,gene_gene,hole
140873,s3,gene_gene,s4
140877,type,disease_disease,respiratory disease
140882,acute lung injury,disease_disease,coronavirus infection
140883,glycoprotein s,gene_symptom,mass
140884,monolayers,drug_drug,lead citrate
140885,antibody,gene_gene,plasma membrane
140888,polio,gene_disease,disease
140889,polio,gene_disease,infectious disease
140893,paralysis,disease_disease,vaccine
140896,era,disease_disease,ed
140898,ed,disease_treat_procedure,immunization
140900,antibody,gene_gene,type 1
140901,polio,disease_treat_procedure,detected
140903,vaccine,disease_treat_procedure,booster
140904,administration,treat_procedure_disease,paralysis
140905,chemotherapy,treat_procedure_species,rhinovirus
140912,quarantine,drug_treat_procedure,demand
140914,ibv,drug_species,cov
140923,application,treat_procedure_drug,dopamine
140925,sleep disturbance,disease_species,patient
140935,respiratory virus,disease_disease,myocardial infarction
140936,virus,disease_disease,myocardial infarction
140940,ehec,disease_gene,intimin
140944,serotypes,disease_species,cattle
140953,tg,drug_drug,tg
140960,liquid,treat_procedure_gene,il
140961,il,gene_drug,acid
140962,same,disease_disease,condition
140963,virus infection,disease_symptom,diarrhea
140970,gap,gene_species,people
140978,therapy,treat_procedure_species,calf
140981,tsp,gene_species,calf
140983,immune complex vasculitis,disease_disease,necrosis
140985,fipv infection,disease_disease,ade
140988,envelope,gene_gene,spike glycoprotein
140990,dpp4,gene_disease,type 2 diabetes
140991,class,gene_disease,type 2 diabetes
140993,pioglitazone,drug_treat_procedure,therapy
140997,viral infectious disease,disease_disease,disease
141003,ace2 receptor,gene_gene,receptor
141004,seasonal influenza virus,disease_species,man
141005,formalin,drug_disease,tissue
141011,ailment,symptom_symptom,sore
141020,glutathionemia,disease_disease,glutathionuria
141021,ectopeptidases,gene_disease,disease
141028,virus,disease_gene,intact
141030,reassortant virus,disease_treat_procedure,detected
141040,srp,gene_species,soybean
141042,respiratory infection,disease_disease,tearing
141051,son,gene_disease,door
141055,interleukin 2,gene_drug,csa
141060,alisporivir,gene_species,mers
141061,intervention,treat_procedure_gene,ltb4
141062,condition,disease_gene,ltb4
141063,ltb4,gene_gene,tube
141064,palate,disease_disease,throat
141065,ltb4,gene_gene,mpo
141070,illness,symptom_disease,transmissible
141074,fever,symptom_disease,malaria
141077,sars cov infection,disease_disease,asymptomatic disease
141082,mask,gene_treat_procedure,soak
141088,hypertension,disease_disease,dysfunction
141092,infiltration,treat_procedure_disease,consolidation
141103,insomnia,symptom_disease,depression
141105,viral infection,disease_drug,cmv
141107,pha,gene_treat_procedure,construction
141115,niv g,gene_treat_procedure,fusion
141117,fever,disease_disease,shock
141119,receptor,gene_disease,hemorrhagic fever
141120,receptor,gene_disease,fever
141123,virus,disease_treat_procedure,irradiation
141126,rna,disease_gene,particle
141127,rna,disease_gene,viral particle
141129,enfuvirtide,drug_treat_procedure,fusion
141131,ebv,disease_gene,genome
141133,ebv,disease_disease,tonsillar hypertrophy
141134,ebv,disease_disease,hypertrophy
141136,antibody,gene_gene,ish
141137,tonsillitis,disease_treat_procedure,enlargement
141156,inoculation,treat_procedure_symptom,diarrhea
141157,viral infection,disease_gene,enterocytes
141166,acidosis,disease_gene,cellular membrane
141167,acidosis,disease_gene,membrane
141170,bacterial infection,disease_disease,severe
141171,bacterial infection,disease_disease,virus infection
141173,coli,disease_disease,disease
141176,lymphadenopathy,disease_species,patient
141178,mediastinal lymphadenopathy,disease_species,patient
141179,syndrome coronavirus,disease_disease,respiratory symptom
141181,leukopenia,disease_disease,cytokine storm
141185,immunosuppression,treat_procedure_disease,virus
141187,immunosuppression,treat_procedure_disease,ibdv
141203,procedure,treat_procedure_gene,splenocytes
141204,goat igg,gene_gene,hrp
141205,goat anti-mouse igg,gene_gene,hrp
141209,ecg,gene_species,patient
141211,immunosuppression,treat_procedure_treat_procedure,immunosuppression
141213,mhc,gene_species,rat
141215,glucose,drug_species,e. coli
141224,sars cov infection,disease_disease,infection
141226,body,gene_disease,sars infection
141228,fever,symptom_disease,pulmonary inflammation
141239,public,disease_treat_procedure,prevention
141243,lp,gene_gene,autophagy
141244,tlr7,gene_gene,myd88
141245,p47,gene_gene,gtpase
141248,listeria,disease_gene,autophagy
141249,autophagy,gene_disease,hiv infection
141275,induction,treat_procedure_disease,cytokine storm
141276,creation,treat_procedure_treat_procedure,creation
141277,nausea,symptom_symptom,morning sickness
141281,disease,disease_disease,bacterial pneumonia
141286,disease progression,disease_gene,procalcitonin
141288,set,gene_disease,right
141290,adenovirus 3,disease_disease,virus
141294,virus,disease_gene,balf
141301,vaccination,treat_procedure_disease,zoonosis
141303,gene,gene_gene,chromosome pair
141304,gene,gene_gene,human genome
141306,cough,symptom_species,person
141308,presence,treat_procedure_disease,pneumopathy
141309,pneumopathy,disease_disease,cardiopathy
141313,2009 h1n1,gene_disease,pandemic
141314,ip,disease_treat_procedure,infection surveillance
141317,h3,drug_species,horse
141318,transmissible spongiform encephalopathy,disease_species,cat
141319,morbilliviruses,disease_disease,disease
141321,disseminated vasculitis,disease_disease,infection
141325,leprosy,disease_disease,disorder
141327,alternative splicing factor,gene_gene,set
141328,fa,drug_treat_procedure,reduction
141330,bet,gene_gene,cd4
141331,immunotherapy,treat_procedure_treat_procedure,expression
141335,treatment,treat_procedure_gene,interferon β
141336,combination therapy,treat_procedure_gene,ga
141346,celecoxib,drug_disease,eae
141348,demyelinating lesion,disease_treat_procedure,infiltration
141349,inflammatory demyelinating lesion,disease_treat_procedure,infiltration
141350,doxycycline,drug_treat_procedure,detected
141354,reduction,treat_procedure_symptom,quality of life
141355,tmev,drug_disease,picornavirus
141356,thrombin,gene_disease,inflammatory
141357,gliosis,disease_treat_procedure,detected
141358,disease,disease_gene,cardiomyocytes
141359,systemic administration,treat_procedure_disease,cns
141360,pattern,gene_disease,demyelinating lesion
141361,administration,treat_procedure_disease,cns
141362,ebv,disease_disease,brain inflammation
141363,f4,gene_disease,lower
141364,f4,gene_gene,lp
141365,inflammation,disease_disease,multiple sclerosis
141366,reduction,treat_procedure_disease,cns inflammation
141369,injection,treat_procedure_treat_procedure,infiltration
141372,cfa,gene_species,mouse
141373,tyk2,gene_disease,immunopathology
141375,antibody,gene_disease,tumour
141378,all,gene_disease,diminished
141379,orexin,gene_species,mouse
141380,destruction,treat_procedure_disease,autoimmunity
141381,orexin,gene_species,animal model
141382,treg,gene_disease,mg
141385,autoimmune disease,disease_gene,antibody
141387,inflammatory disorder,disease_disease,transverse myelitis
141388,behavioral abnormality,disease_disease,gabhs
141391,presence,treat_procedure_disease,systemic infection
141395,gm1,gene_gene,axolemma
141400,encephalopathy,disease_symptom,rigidity
141401,she,gene_symptom,vertigo
141402,disorder,disease_gene,receptor
141408,disorder,disease_disease,mg
141409,mg,disease_disease,disorder
141410,mg,disease_disease,mg
141411,interferon beta,gene_disease,multiple sclerosis
141413,tlr3,gene_drug,poly
141418,segmental demyelination,disease_treat_procedure,peripheral nervous system
141419,stimulation,treat_procedure_disease,cns
141420,stimulation,treat_procedure_gene,ifn gamma
141421,inflammation,disease_disease,microglia
141422,systemic inflammation,disease_disease,microglia
141423,mbp,drug_treat_procedure,clearance
141427,immunization,treat_procedure_disease,myasthenia gravis
141428,active immunization,treat_procedure_disease,myasthenia gravis
141429,cns,disease_treat_procedure,infiltration
141434,tnf,gene_gene,gene
141435,igg1,gene_gene,gene
141437,tlr2,gene_disease,parasite infection
141438,tlr5,gene_gene,tlrs
141440,expression,treat_procedure_drug,pg
141442,liver,disease_disease,eae
141446,eae,disease_species,monkey
141448,cognitive deficit,disease_disease,autoimmune encephalomyelitis
141451,treatment,treat_procedure_disease,severe
141455,microinjection,treat_procedure_disease,eae
141456,eae,disease_species,lewis rat
141457,eae,disease_disease,disease
141458,th17,gene_disease,spinal cord
141459,th17,gene_disease,cord
141461,th17,gene_disease,eae
141462,ifn gamma,gene_species,mouse
141463,ifn gamma,gene_disease,eae
141466,active immunization,treat_procedure_gene,myelin oligodendrocyte glycoprotein
141467,eae,disease_disease,relapse
141468,demyelination,disease_species,rat
141470,sg,gene_drug,glutathione
141471,ad,disease_drug,corticosterone
141474,myasthenia gravis,disease_gene,damage
141486,ma,disease_disease,disease
141493,gd1b,gene_treat_procedure,change
141494,presence,treat_procedure_disease,gb
141495,igg,gene_gene,gd1b
141496,igg antibody,gene_symptom,ataxia
141497,spinal cord,disease_gene,opcs
141498,ga,gene_disease,remyelination
141499,tregs,gene_disease,eae
141501,il,gene_gene,p40
141503,antibody,gene_disease,amyloid
141506,clearance,treat_procedure_gene,ifnγ
141508,expression,treat_procedure_gene,stop codon
141510,coinfection,disease_species,mhv
141511,mhv infection,disease_species,sendai
141512,mhv infection,disease_gene,isre
141513,spinal cord injury,disease_disease,sci
141514,microglia,disease_gene,glutaminase
141515,microglia,disease_drug,glutamate
141531,diarrhea,symptom_symptom,headache
141538,watery diarrhea,symptom_disease,abdominal cramp
141546,thrombocytopenia,disease_disease,skin lesion
141547,thrombocytopenia,disease_disease,hypotension
141548,urease,gene_species,human
141549,change,treat_procedure_gene,cl
141550,clamp,gene_gene,dna polymerase
141551,septicemia,disease_disease,pneumonia
141552,weakness,symptom_disease,anorexia
141558,intestinal,disease_disease,disease
141561,enterovirus,disease_disease,rna virus
141569,gastroenteritis,disease_disease,gastroenteritis
141570,acute gastroenteritis,disease_disease,infectious gastroenteritis
141571,acute gastroenteritis,disease_disease,nonbacterial gastroenteritis
141572,acute gastroenteritis,disease_disease,acute gastroenteritis
141573,acute gastroenteritis,disease_disease,gastroenteritis
141574,gastroenteritis,disease_disease,nonbacterial gastroenteritis
141578,gastroenteritis,disease_disease,infectious gastroenteritis
141584,gastroenteritis,disease_disease,acute gastroenteritis
141652,viral,disease_treat_procedure,lead
141653,norovirus,disease_disease,long
141654,hepatitis,disease_species,hav
141661,acidosis,disease_disease,sepsis
141662,acid,drug_disease,blood
141663,lactic acid,drug_disease,blood
141665,plasma,gene_gene,hmgb1
141666,hmgb1,gene_drug,acid
141667,hmgb1,gene_drug,sialic acid
141669,lactic acidosis,disease_disease,sepsis
141670,disulfide,drug_disease,major
141671,major histocompatibility complex,gene_gene,gene
141672,histocompatibility complex,gene_gene,gene
141674,major histocompatibility complex,gene_gene,set
141675,antigen,gene_gene,t cell
141676,histocompatibility complex,gene_gene,set
141677,closteroviruses,disease_disease,type
141680,ctv,disease_gene,genome
141681,administration,treat_procedure_species,show
141686,immunization,treat_procedure_drug,pedv
141689,s2,gene_gene,viral fusion
141690,s2,gene_gene,cell
141692,s1 domain,gene_species,tgev
141696,pedv,drug_species,sow
141697,gap,gene_treat_procedure,induction
141708,illness,symptom_disease,community
141716,gapdh,gene_gene,antibody
141719,ped,disease_disease,acute enteritis
141720,ped,disease_disease,enteritis
141721,protein,gene_gene,type i glycoprotein
141723,expression,treat_procedure_gene,e1b
141724,e1,gene_treat_procedure,expression
141725,immunosuppression,treat_procedure_treat_procedure,therapy
141727,leukocytosis,disease_symptom,fever
141730,thiamine,drug_disease,brain stem disease
141736,disease,disease_disease,cord
141738,disease,disease_disease,spinal cord
141739,ataxia,symptom_disease,nystagmus
141741,tumor,disease_gene,membrane
141746,fluid,disease_disease,toxoplasmosis
141747,fluid,disease_disease,pleocytosis
141751,csf,gene_disease,inflammation
141753,ventricular enlargement,disease_treat_procedure,dilation
141755,deafness,disease_disease,disease
141757,tremor,symptom_symptom,ataxia
141760,cerebellar tremor,symptom_symptom,ataxia
141769,pdcov,disease_disease,ed
141775,respiratory disease,disease_disease,respiratory disease
141778,psychiatric disorder,disease_species,patient
141783,dpp4,gene_treat_procedure,expression
141784,telomere,gene_gene,gene
141785,centromere,gene_gene,gene
141786,ihc,gene_gene,pneumocytes
141792,type i,gene_disease,lung
141795,infiltration,treat_procedure_disease,virus
141797,type i,gene_disease,virus
141801,itching,disease_symptom,rash
141804,schistosoma,disease_species,human
141805,dysuria,symptom_symptom,abdominal pain
141806,dysuria,symptom_symptom,pain
141810,rejuvenation,treat_procedure_disease,viral disease
141811,rejuvenation,treat_procedure_disease,infectious disease
141812,rejuvenation,treat_procedure_disease,disease
141813,rejuvenation,treat_procedure_disease,viral infectious disease
141824,cirrhosis,disease_disease,biliary atresia
141826,fulminant hepatic failure,disease_species,child
141828,hendra,disease_species,ebolavirus
141831,respiratory syndrome coronavirus,disease_disease,pandemic
141832,syndrome coronavirus,disease_disease,pandemic
141833,acute respiratory syndrome coronavirus,disease_disease,pandemic
141837,lung,disease_disease,brain
141841,detection,treat_procedure_species,sars
141844,paramyxovirus,disease_species,measles
141846,malaise,symptom_symptom,rigor
141847,malaise,symptom_symptom,diarrhoea
141850,malaise,symptom_symptom,dyspnoea
141858,muscular dystrophy,disease_species,mouse
141859,muscular dystrophy,disease_disease,myositis
141862,retrobulbar neuritis,disease_treat_procedure,radiation
141863,retrobulbar neuritis,disease_disease,demyelinating process
141864,cd,disease_disease,severe
141866,removal,treat_procedure_disease,colon
141873,prednisolone,drug_treat_procedure,reduction
141874,expression,treat_procedure_treat_procedure,delivery
141875,current therapy,treat_procedure_disease,infection
141877,anti-retroviral therapy,treat_procedure_disease,infection
141895,ace2,gene_treat_procedure,presence
141896,sars cov spike protein,gene_gene,receptor
141900,ace2 receptor,gene_gene,spike protein
141907,infection,disease_species,leukemia virus
141908,oral lesion,disease_species,cat
141909,chronic gingivostomatitis,disease_species,cat
141919,viral pneumonia,disease_gene,membrane
141920,pneumonia,disease_gene,membrane
141921,coronaviruses,disease_disease,severe
141922,streptococcus pneumonia,disease_disease,pneumonia
141931,dehydration,disease_disease,diabetes
141932,reduction,treat_procedure_gene,fibrinogen
141935,lcr,gene_disease,infection
141936,hydroxychloroquine,drug_disease,virus
141940,macrophage activation syndrome,disease_disease,viral infection
141941,macrophage activation syndrome,disease_disease,infection
141946,expression,treat_procedure_gene,heat shock protein
141947,critical,disease_disease,iavs
141948,delirium,disease_symptom,near syncope
141956,iga,gene_drug,rt
141957,iga,gene_gene,hrp
141960,inoculation,treat_procedure_species,piglet
141967,pulmonary complication,disease_treat_procedure,surgical treatment
141968,pulmonary complication,disease_treat_procedure,treatment
141969,respiratory symptom,disease_disease,t2dm
141972,endothelial dysfunction,disease_gene,interleukin 6
141973,damage,gene_gene,interleukin 6
141974,dysfunction,disease_gene,interleukin 6
141981,lung disease,disease_disease,hyperglycemia
141985,lung injury,disease_gene,viral s protein
141986,lung injury,disease_gene,s protein
141990,systemic inflammation,disease_disease,condition
141992,hcc,disease_disease,viral hepatitis
141993,ifitm,gene_disease,virus
142000,glanders,disease_species,donkey
142001,core,gene_disease,farcy
142006,disease,disease_species,dairy cattle
142009,stertor,symptom_disease,acute rhinitis
142010,stertor,symptom_disease,rhinitis
142022,infection,disease_disease,hemorrhagic septicemia
142025,mastitis,disease_disease,acute
142026,inflammation,disease_gene,red
142034,metritis,disease_species,cow
142040,pneumonic,disease_disease,mycoplasma
142043,alveolitis,disease_disease,bronchiolitis
142054,tuberculosis,disease_species,human
142055,tuberculosis,disease_species,m. bovis
142070,distress syndrome,disease_disease,acute liver injury
142071,respiratory distress syndrome,disease_disease,liver injury
142072,respiratory distress syndrome,disease_disease,coagulopathy
142073,acute respiratory distress syndrome,disease_disease,cerebrovascular accident
142074,distress syndrome,disease_disease,cerebrovascular accident
142075,respiratory distress syndrome,disease_disease,acute liver injury
142076,acute respiratory distress syndrome,disease_disease,acute liver injury
142077,distress syndrome,disease_disease,coagulopathy
142078,distress syndrome,disease_disease,liver injury
142079,acute respiratory distress syndrome,disease_disease,liver injury
142080,acute respiratory distress syndrome,disease_disease,coagulopathy
142081,respiratory distress syndrome,disease_disease,cerebrovascular accident
142083,corticosteroid,drug_disease,glucose tolerance
142084,glucose tolerance,disease_disease,liver
142085,endosome,gene_gene,mitochondrion
142086,multivesicular endosome,gene_gene,mitochondrion
142091,patch,gene_gene,membrane
142094,endosome membrane,gene_gene,vesicle
142095,disulfide,drug_drug,thiol
142099,application,treat_procedure_gene,great
142100,mhf,gene_disease,severe anemia
142101,mhf,gene_disease,anemia
142102,mhf,gene_disease,hemolytic anemia
142104,transfusion,treat_procedure_species,cat
142106,rbc,gene_species,cat
142120,monocyte,gene_disease,infection
142125,presence,treat_procedure_drug,cmt
142126,plasma,gene_treat_procedure,passive immunization
142127,plasma,gene_treat_procedure,immunization
142130,hydrogen,drug_disease,human health
142143,application,treat_procedure_gene,extended
142145,sarkosyl,gene_treat_procedure,procedure
142149,virus,disease_gene,hspgs
142173,disease,disease_species,tick
142176,dengue fever,disease_species,avian flu
142177,dengue fever,disease_species,swine influenza
142178,application,treat_procedure_gene,light
142187,condition,disease_disease,hyperemia
142190,she,gene_species,specie
142191,bowel disease,disease_disease,dehydrated
142192,li,drug_gene,cytoplasm
142193,bowel disease,disease_gene,apical cytoplasm
142194,li,drug_gene,apical cytoplasm
142195,li,drug_disease,bowel disease
142196,bowel disease,disease_gene,cytoplasm
142201,monoclonal antibody,drug_gene,factor viii
142202,factor viii,gene_gene,thrombin
142204,antibody,gene_gene,factor viii
142207,presence,treat_procedure_drug,ide
142208,treatment,treat_procedure_drug,hydrochloric acid
142210,virus,disease_disease,acute otitis medium
142211,respiratory virus,disease_disease,otitis medium
142212,virus,disease_disease,otitis medium
142213,respiratory virus,disease_disease,acute otitis medium
142214,rhino,gene_disease,respiratory infection
142215,rhino,gene_disease,infection
142216,rhino,gene_disease,upper respiratory infection
142224,particle,gene_treat_procedure,change
142229,breast cancer,disease_drug,rt
142230,radiation therapy,treat_procedure_treat_procedure,urgent
142235,lrt,gene_species,influenza virus
142237,tissue,disease_drug,rt
142240,diabetes,disease_species,people
142241,flu,disease_disease,virus
142242,swine flu,disease_disease,virus
142245,ns4b,gene_gene,autophagy
142246,fusion,treat_procedure_gene,endosomes
142248,autophagy,gene_gene,body
142249,autophagosomes,gene_gene,plasma membrane
142250,autophagy,gene_gene,fuse
142251,deficiency,disease_gene,gene
142253,mhc i,gene_treat_procedure,expression
142254,mhc i,gene_species,denv
142256,brain,disease_disease,virus
142258,obesity,disease_gene,virulence factor
142268,acute respiratory syndrome coronavirus infection,disease_disease,lung injury
142275,mdms,disease_disease,virus
142276,mdms,disease_species,hiv
142277,cd4,gene_species,hiv
142278,change,treat_procedure_disease,anxiety
142283,cardiac involvement,disease_species,patient
142291,reovirus infection,disease_disease,infection
142292,reovirus infection,disease_disease,primary infection
142293,nucleic acid,gene_gene,host
142297,reovirus,disease_gene,receptor
142299,reovirus,disease_disease,respiratory infection
142301,reovirus,disease_disease,infection
142307,presence,treat_procedure_disease,reovirus infection
142309,cathepsin protease,gene_gene,viral particle
142310,cathepsin protease,gene_gene,particle
142314,reovirus infection,disease_gene,nt
142316,transport,gene_gene,core
142318,ibv,drug_treat_procedure,presence
142342,hypothyroidism,disease_disease,polycystic ovary syndrome
142344,12,gene_species,infant
142346,efl,disease_species,specie
142348,reduction,treat_procedure_symptom,colic
142354,disinfection,treat_procedure_treat_procedure,prevention
142355,iap,gene_gene,impact
142358,mask,gene_disease,flu
142359,mask,gene_species,spanish flu
142361,bit,gene_treat_procedure,for
142363,influenza virus infection,disease_disease,community
142364,lung cancer,disease_disease,ischemic heart disease
142365,lung cancer,disease_disease,heart disease
142366,disorder,disease_gene,12
142367,asthma,disease_disease,heart disease
142368,asthma,disease_gene,12
142369,asthma,disease_disease,ischemic heart disease
